lat,lon,time range,mmsi,entry timestamp,exit timestamp,apparent fishing hours
-8.1,-79.400002,2023-01,760003420,2023-01-01T02:00:00Z,2023-02-04T21:00:00Z,2.85
-12.5,-77,2023-01,760999991,2023-01-01T07:00:00Z,2023-03-16T11:00:00Z,5.86
-11.6,-77.400002,2023-01,760016647,2023-01-01T08:00:00Z,2023-02-04T19:00:00Z,2.37
-14.9,-76,2023-01,760004712,2023-01-01T01:00:00Z,2023-03-25T12:00:00Z,0.86
-6.8,-80.199997,2023-01,760015724,2023-01-01T09:00:00Z,2023-02-05T00:00:00Z,4.31
-14.7,-77.400002,2023-02,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,2.42
-11.8,-77.300003,2023-01,760010398,2023-01-01T00:00:00Z,2023-02-18T08:00:00Z,2.63
-12.9,-76.699997,2023-01,760000210,2023-01-01T02:00:00Z,2023-03-16T12:00:00Z,8.86
-12,-77.300003,2023-01,760000920,2023-01-01T07:00:00Z,2023-03-01T03:00:00Z,5.34
-13.3,-76.400002,2023-01,760000390,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,0.77
-6.6,-80.800003,2023-01,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,1.49
-7.6,-79.699997,2023-01,760003390,2023-01-01T08:00:00Z,2023-03-22T07:00:00Z,0.52
-7.3,-80.099998,2023-01,760003510,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,0.83
-10.9,-77.800003,2023-01,760000022,2023-01-01T07:00:00Z,2023-03-31T12:00:00Z,3.48
-9.9,-78.400002,2023-01,760000370,2023-01-01T08:00:00Z,2023-03-26T01:00:00Z,6.7
-6.9,-80.599998,2023-01,760006125,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,1.73
-15.3,-77.199997,2023-03,760012394,2023-01-01T01:00:00Z,2023-03-14T22:00:00Z,1.03
-7,-80,2023-01,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,2.04
-12.4,-77,2023-01,760000520,2023-01-01T08:00:00Z,2023-02-11T03:00:00Z,5.3
-9.2,-78.699997,2023-01,760004122,2023-01-01T09:00:00Z,2023-03-19T11:00:00Z,0.14
-12.5,-77,2023-02,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,1.19
-6.9,-80.099998,2023-01,760038247,2023-01-01T00:00:00Z,2023-03-02T19:00:00Z,2.35
-9.5,-78.800003,2023-02,760001190,2023-01-01T08:00:00Z,2023-03-31T04:00:00Z,1.59
-13,-76.900002,2023-01,760003470,2023-01-01T07:00:00Z,2023-03-29T19:00:00Z,2.67
-14.8,-77,2023-02,760016662,2023-01-01T01:00:00Z,2023-03-25T05:00:00Z,3.18
-8.4,-79,2023-01,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,0.61
-9.8,-79.699997,2023-02,760015260,2023-01-01T10:00:00Z,2023-03-03T23:00:00Z,2.17
-8,-79.300003,2023-01,760009905,2023-01-01T06:00:00Z,2023-02-04T23:00:00Z,1.36
-6.6,-80.800003,2023-01,760001111,2023-01-01T07:00:00Z,2023-03-07T16:00:00Z,5.27
-12.6,-76.800003,2023-02,760000008,2023-01-01T07:00:00Z,2023-02-05T13:00:00Z,1.43
-6.7,-80.599998,2023-01,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,0.18
-13.8,-76.699997,2023-01,760031085,2023-01-01T09:00:00Z,2023-02-13T02:00:00Z,0.18
-8.2,-79.400002,2023-01,760001340,2023-01-01T08:00:00Z,2023-02-04T18:00:00Z,0.4
-12.5,-78,2023-02,760007800,2023-01-04T15:00:00Z,2023-03-31T11:00:00Z,0.24
-10.8,-77.900002,2023-02,760017979,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,1.75
-10.9,-77.900002,2023-01,760014964,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,3.28
-8,-79.699997,2023-02,760000233,2023-01-01T10:00:00Z,2023-02-23T02:00:00Z,0.24
-9.6,-78.5,2023-01,760001210,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,0.2
-8.4,-79.199997,2023-01,11346,2023-01-01T11:00:00Z,2023-02-04T21:00:00Z,0.25
-12.7,-76.800003,2023-01,760003440,2023-01-01T04:00:00Z,2023-02-04T20:00:00Z,0.69
-8.2,-79.099998,2023-01,760003530,2023-01-01T00:00:00Z,2023-02-04T21:00:00Z,1.76
-8,-79.5,2023-01,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,9.49
-7.2,-80,2023-01,760003550,2023-01-01T00:00:00Z,2023-03-26T04:00:00Z,0.31
-13.4,-78.300003,2023-02,760034538,2023-01-02T16:00:00Z,2023-03-28T22:00:00Z,0.74
-15.7,-77.599998,2023-02,760999991,2023-01-01T07:00:00Z,2023-03-16T11:00:00Z,1.01
-15.8,-78.699997,2023-02,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,1.56
-13.3,-76.400002,2023-01,760000022,2023-01-01T07:00:00Z,2023-03-31T12:00:00Z,1
-17.7,-76.5,2023-03,735058843,2023-03-17T23:00:00Z,2023-03-31T23:00:00Z,0.37
-14.9,-77.699997,2023-02,760016662,2023-01-01T01:00:00Z,2023-03-25T05:00:00Z,3.93
-8,-79.400002,2023-01,760000320,2023-01-01T08:00:00Z,2023-02-04T21:00:00Z,3.59
-10.9,-77.800003,2023-01,760000390,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,0.97
-12.4,-76.900002,2023-01,760010398,2023-01-01T00:00:00Z,2023-02-18T08:00:00Z,4.13
-8.3,-79.099998,2023-01,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,0.83
-12.2,-77.199997,2023-01,760019080,2023-01-01T08:00:00Z,2023-02-23T19:00:00Z,1.49
-6.8,-80.099998,2023-01,760009970,2023-01-01T00:00:00Z,2023-03-30T18:00:00Z,0.38
-6.7,-81.699997,2023-02,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,1.34
-8.2,-79.199997,2023-01,12432,2023-01-01T12:00:00Z,2023-02-07T20:00:00Z,6.5
-12.6,-76.900002,2023-02,760001190,2023-01-01T08:00:00Z,2023-03-31T04:00:00Z,1.9
-7.3,-79.800003,2023-01,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,3.85
-7.6,-79.699997,2023-02,760002940,2023-01-01T10:00:00Z,2023-02-04T16:00:00Z,0.11
-11,-77.800003,2023-01,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,1.21
-13.6,-76.699997,2023-01,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,1.12
-7.4,-79.699997,2023-02,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,7.76
-7,-80,2023-01,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,9.69
-7.8,-79.599998,2023-01,760110064,2023-01-01T10:00:00Z,2023-02-05T17:00:00Z,2.5
-10.8,-77.900002,2023-01,760020862,2023-01-01T18:00:00Z,2023-02-28T23:00:00Z,1.36
-13.7,-76.800003,2023-01,760012394,2023-01-01T01:00:00Z,2023-03-14T22:00:00Z,0.69
-12.4,-77.199997,2023-01,760003440,2023-01-01T04:00:00Z,2023-02-04T20:00:00Z,1.24
-13.4,-76.5,2023-01,760016647,2023-01-01T08:00:00Z,2023-02-04T19:00:00Z,1.24
-12.6,-76.800003,2023-02,760015312,2023-01-01T08:00:00Z,2023-02-05T13:00:00Z,1.64
-12.4,-76.900002,2023-01,760000020,2023-01-01T09:00:00Z,2023-02-13T21:00:00Z,1.47
-7.8,-79.800003,2023-02,760110064,2023-01-01T10:00:00Z,2023-02-05T17:00:00Z,0.41
-10.9,-77.900002,2023-02,760016948,2023-01-01T02:00:00Z,2023-03-30T22:00:00Z,0.83
-7.9,-79.5,2023-01,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,1.46
-11,-77.900002,2023-01,760001320,2023-01-01T08:00:00Z,2023-02-09T13:00:00Z,2.1
-14.7,-77.400002,2023-02,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,1.28
-16.9,-76.699997,2023-03,500010210,2023-01-30T02:00:00Z,2023-03-26T11:00:00Z,2.48
-9.1,-78.699997,2023-02,760004180,2023-01-01T00:00:00Z,2023-03-29T14:00:00Z,0.35
-14.4,-77.5,2023-02,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,1.02
-7.8,-79.599998,2023-01,760000191,2023-01-01T15:00:00Z,2023-03-31T15:00:00Z,1.42
-16.7,-78.199997,2023-03,735057859,2023-03-07T23:00:00Z,2023-03-17T00:00:00Z,6.61
-6.9,-80.300003,2023-01,760000191,2023-01-01T15:00:00Z,2023-03-31T15:00:00Z,5.63
-7.5,-79.699997,2023-01,760004180,2023-01-01T00:00:00Z,2023-03-29T14:00:00Z,0.28
-8.2,-79.5,2023-01,760115435,2023-01-01T15:00:00Z,2023-02-05T17:00:00Z,1.66
-9.9,-78.400002,2023-02,760002915,2023-01-01T06:00:00Z,2023-03-31T18:00:00Z,0.35
-9.2,-78.699997,2023-01,760002915,2023-01-01T06:00:00Z,2023-03-31T18:00:00Z,1.68
-9.5,-78.5,2023-01,760018644,2023-01-01T09:00:00Z,2023-03-31T23:00:00Z,2.19
-7,-80,2023-01,760006709,2023-01-01T08:00:00Z,2023-03-28T14:00:00Z,7.32
-15,-77.5,2023-03,760000022,2023-01-01T07:00:00Z,2023-03-31T12:00:00Z,3.21
-11,-77.800003,2023-01,760003560,2023-01-01T00:00:00Z,2023-03-27T14:00:00Z,2.35
-8.4,-79.099998,2023-01,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,1.43
-7.5,-79.900002,2023-01,760003550,2023-01-01T00:00:00Z,2023-03-26T04:00:00Z,0.48
-8.2,-79.099998,2023-01,760000170,2023-01-01T19:00:00Z,2023-02-11T16:00:00Z,2.02
-8,-79.599998,2023-02,334455660,2023-01-02T02:00:00Z,2023-02-19T03:00:00Z,6.02
-7.8,-79.599998,2023-01,760999992,2023-01-01T13:00:00Z,2023-01-25T15:00:00Z,1.87
-11.6,-77.5,2023-01,760005357,2023-01-01T05:00:00Z,2023-03-31T21:00:00Z,0.18
-6.7,-80.599998,2023-01,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,0.32
-8.7,-78.900002,2023-01,760000191,2023-01-01T15:00:00Z,2023-03-31T15:00:00Z,1.84
-9,-78.800003,2023-01,760015724,2023-01-01T09:00:00Z,2023-02-05T00:00:00Z,0.98
-12.2,-77.199997,2023-01,760000580,2023-01-01T07:00:00Z,2023-02-13T08:00:00Z,0.58
-12.7,-76.900002,2023-01,334455660,2023-01-02T02:00:00Z,2023-02-19T03:00:00Z,1.42
-9.4,-78.599998,2023-01,760999991,2023-01-01T07:00:00Z,2023-03-16T11:00:00Z,0.19
-14,-77.199997,2023-01,760062957,2023-01-04T09:00:00Z,2023-02-19T15:00:00Z,0.71
-6.4,-81,2023-01,2349,2023-01-01T09:00:00Z,2023-02-15T00:00:00Z,0.14
-8.1,-79.599998,2023-01,760001320,2023-01-01T08:00:00Z,2023-02-09T13:00:00Z,1.64
-8.1,-79.699997,2023-02,760006259,2023-01-01T05:00:00Z,2023-03-28T14:00:00Z,0.08
-7.8,-79.800003,2023-02,760000191,2023-01-01T15:00:00Z,2023-03-31T15:00:00Z,1.86
-15.5,-77.599998,2023-02,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,1
-15,-76.900002,2023-03,760003146,2023-01-04T08:00:00Z,2023-03-24T21:00:00Z,2.24
-12.3,-77.099998,2023-01,760000070,2023-01-01T07:00:00Z,2023-03-08T20:00:00Z,0.86
-15,-75.599998,2023-02,760009908,2023-01-01T00:00:00Z,2023-03-19T00:00:00Z,3.03
-16.4,-78.099998,2023-02,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,0.4
-6,-83,2023-01,371216000,2023-01-16T06:00:00Z,2023-02-08T11:00:00Z,0.66
-15.3,-77.800003,2023-02,760000770,2023-01-05T02:00:00Z,2023-03-13T01:00:00Z,1.87
-7.8,-79.699997,2023-02,760001228,2023-01-01T10:00:00Z,2023-03-31T23:00:00Z,1.52
-3.5,-81.199997,2023-02,735060029,2023-02-13T11:00:00Z,2023-03-16T08:00:00Z,7.61
-8.4,-79.300003,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,0.69
-12.5,-77.099998,2023-01,760014268,2023-01-01T07:00:00Z,2023-02-05T17:00:00Z,1.09
-13.7,-76.599998,2023-01,760010447,2023-01-01T03:00:00Z,2023-03-17T21:00:00Z,1.17
-7.3,-79.800003,2023-01,760018813,2023-01-01T08:00:00Z,2023-03-31T19:00:00Z,2.6
-11,-77.800003,2023-01,760003470,2023-01-01T07:00:00Z,2023-03-29T19:00:00Z,1.85
-15.6,-78.099998,2023-03,735059025,2023-01-29T22:00:00Z,2023-03-29T21:00:00Z,0.11
-16.5,-73.900002,2023-03,760034538,2023-01-02T16:00:00Z,2023-03-28T22:00:00Z,2.51
-13.5,-76.199997,2023-01,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,1.59
-6.8,-80.099998,2023-01,760029039,2023-01-01T00:00:00Z,2023-03-29T03:00:00Z,0.98
-9.3,-82.5,2023-02,735057562,2023-02-04T17:00:00Z,2023-03-06T13:00:00Z,3.93
-9.2,-78.800003,2023-02,760005124,2023-01-01T01:00:00Z,2023-03-24T02:00:00Z,1.75
-11.1,-78,2023-02,760010399,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,0.55
-13.1,-76.599998,2023-02,760031085,2023-01-01T09:00:00Z,2023-02-13T02:00:00Z,0.35
-9.5,-78.5,2023-01,301240000,2023-01-01T15:00:00Z,2023-03-18T08:00:00Z,2.94
-10.5,-78.099998,2023-01,760017979,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,0.82
-14.8,-76,2023-01,760001260,2023-01-01T14:00:00Z,2023-02-23T13:00:00Z,1.08
-12.6,-77.5,2023-03,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,4.42
-9.1,-78.599998,2023-03,760001360,2023-01-01T09:00:00Z,2023-03-31T22:00:00Z,8.01
-8.2,-79.599998,2023-01,760015724,2023-01-01T09:00:00Z,2023-02-05T00:00:00Z,0.34
-7.9,-79.900002,2023-02,760020862,2023-01-01T18:00:00Z,2023-02-28T23:00:00Z,6.93
-12.4,-77,2023-01,760001190,2023-01-01T08:00:00Z,2023-03-31T04:00:00Z,8.33
-6.9,-80.199997,2023-01,760001228,2023-01-01T10:00:00Z,2023-03-31T23:00:00Z,0.29
-18.2,-70.800003,2023-01,789564123,2023-01-01T11:00:00Z,2023-02-26T13:00:00Z,0.82
-14.8,-77.400002,2023-02,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,1.31
-8.1,-79.400002,2023-01,760110077,2023-01-01T08:00:00Z,2023-02-05T17:00:00Z,1.99
-7.4,-79.900002,2023-01,760000370,2023-01-01T08:00:00Z,2023-03-26T01:00:00Z,0.14
-12.6,-77,2023-01,760000180,2023-01-01T08:00:00Z,2023-03-28T05:00:00Z,0.27
-11,-77.900002,2023-02,760013012,2023-01-01T04:00:00Z,2023-03-10T12:00:00Z,1.67
-6.6,-80.800003,2023-01,760006709,2023-01-01T08:00:00Z,2023-03-28T14:00:00Z,0.53
-7.7,-79.599998,2023-01,760021429,2023-01-01T10:00:00Z,2023-02-04T05:00:00Z,2.94
-9.1,-78.599998,2023-02,760000520,2023-01-01T08:00:00Z,2023-02-11T03:00:00Z,0.37
-5.4,-82.699997,2023-02,735057560,2023-01-04T06:00:00Z,2023-03-17T16:00:00Z,0.06
-6.3,-81,2023-01,760015260,2023-01-01T10:00:00Z,2023-03-03T23:00:00Z,8.73
-6.6,-81,2023-01,760000191,2023-01-01T15:00:00Z,2023-03-31T15:00:00Z,0.88
-12.7,-77,2023-01,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,2.05
-13.8,-76.5,2023-01,760010399,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,1.69
-8.3,-79.199997,2023-01,760003460,2023-01-01T08:00:00Z,2023-02-09T14:00:00Z,7.52
-9.3,-78.599998,2023-01,760001260,2023-01-01T14:00:00Z,2023-02-23T13:00:00Z,2.48
-7.5,-79.699997,2023-01,760001228,2023-01-01T10:00:00Z,2023-03-31T23:00:00Z,4.8
-8,-79.900002,2023-02,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,3.88
-8.3,-79.199997,2023-02,760009905,2023-01-01T06:00:00Z,2023-02-04T23:00:00Z,1.28
-6.8,-80.300003,2023-01,760000670,2023-01-01T11:00:00Z,2023-02-16T00:00:00Z,1.98
-9.4,-78.699997,2023-01,760068050,2023-01-01T10:00:00Z,2023-02-04T21:00:00Z,2.48
-12.4,-76.900002,2023-01,760014259,2023-01-01T12:00:00Z,2023-02-04T20:00:00Z,1.39
-9.6,-78.5,2023-01,760115435,2023-01-01T15:00:00Z,2023-02-05T17:00:00Z,4.6
-8.4,-79.099998,2023-01,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,7.03
-12.6,-76.800003,2023-01,760010399,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,1.86
-14.7,-77,2023-03,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,0.54
-14.4,-76.5,2023-03,789654321,2023-02-10T08:00:00Z,2023-03-31T20:00:00Z,7.23
-6.6,-80.900002,2023-01,760017362,2023-01-01T09:00:00Z,2023-03-18T16:00:00Z,2.04
-9.9,-78.400002,2023-01,760000870,2023-01-01T18:00:00Z,2023-02-04T15:00:00Z,4.23
-7.3,-79.900002,2023-01,760001180,2023-01-01T12:00:00Z,2023-03-12T13:00:00Z,1.32
-13.2,-76.5,2023-01,760012234,2023-01-01T03:00:00Z,2023-02-21T00:00:00Z,0.43
-14.4,-79.300003,2023-03,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,0.04
-6.7,-82.400002,2023-03,735057560,2023-01-04T06:00:00Z,2023-03-17T16:00:00Z,0.28
-12.1,-77.300003,2023-01,760014268,2023-01-01T07:00:00Z,2023-02-05T17:00:00Z,1.72
-16.9,-78.300003,2023-03,500010210,2023-01-30T02:00:00Z,2023-03-26T11:00:00Z,1.29
-15.4,-77.5,2023-02,760016662,2023-01-01T01:00:00Z,2023-03-25T05:00:00Z,4.08
-7.9,-79.5,2023-01,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,0.3
-13.4,-76.300003,2023-02,769493837,2023-01-01T09:00:00Z,2023-02-18T16:00:00Z,2.17
-10.6,-78.199997,2023-01,760000008,2023-01-01T07:00:00Z,2023-02-05T13:00:00Z,0.38
-13.9,-76.5,2023-01,760000987,2023-01-01T00:00:00Z,2023-03-30T20:00:00Z,0.58
-10.3,-78.199997,2023-02,760038248,2023-01-01T00:00:00Z,2023-02-10T19:00:00Z,1.89
-15,-77.300003,2023-02,2349,2023-01-01T09:00:00Z,2023-02-15T00:00:00Z,2.77
-7.6,-79.900002,2023-02,760000060,2023-01-01T08:00:00Z,2023-03-31T23:00:00Z,5.19
-7.5,-79.800003,2023-01,760999992,2023-01-01T13:00:00Z,2023-01-25T15:00:00Z,2.82
-7.6,-79.699997,2023-01,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,0.08
-7.1,-79.900002,2023-01,760999992,2023-01-01T13:00:00Z,2023-01-25T15:00:00Z,4.39
-15.2,-77.800003,2023-02,760018812,2023-01-02T02:00:00Z,2023-03-15T12:00:00Z,4.88
-8.2,-79.099998,2023-01,760040300,2023-01-01T09:00:00Z,2023-02-05T15:00:00Z,3.43
-12.4,-77.400002,2023-03,760066412,2023-01-14T15:00:00Z,2023-03-28T14:00:00Z,1.15
-8.1,-79.5,2023-02,2349,2023-01-01T09:00:00Z,2023-02-15T00:00:00Z,0.17
-7.6,-79.900002,2023-01,760020745,2023-01-03T09:00:00Z,2023-01-07T22:00:00Z,5.33
-12.6,-76.900002,2023-02,760000520,2023-01-01T08:00:00Z,2023-02-11T03:00:00Z,0.52
-8.2,-79.199997,2023-01,760033663,2023-01-01T05:00:00Z,2023-02-23T13:00:00Z,1.75
-14.2,-77.099998,2023-03,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,1.31
-15.4,-77.699997,2023-02,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,1.36
-14.8,-75.900002,2023-01,760999991,2023-01-01T07:00:00Z,2023-03-16T11:00:00Z,1.65
-11.1,-77.699997,2023-01,301240000,2023-01-01T15:00:00Z,2023-03-18T08:00:00Z,2.16
-6.3,-81,2023-01,760001700,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,5.5
-8.3,-79.099998,2023-01,760006709,2023-01-01T08:00:00Z,2023-03-28T14:00:00Z,20.7
-12.6,-77,2023-01,760654046,2023-01-01T00:00:00Z,2023-02-01T18:00:00Z,5.58
-16.3,-77.599998,2023-03,760004712,2023-01-01T01:00:00Z,2023-03-25T12:00:00Z,1.23
-12.9,-76.699997,2023-01,760016647,2023-01-01T08:00:00Z,2023-02-04T19:00:00Z,9.84
-7.4,-79.699997,2023-01,760003440,2023-01-01T04:00:00Z,2023-02-04T20:00:00Z,4.17
-14.6,-77.199997,2023-02,760062957,2023-01-04T09:00:00Z,2023-02-19T15:00:00Z,0.91
-9.6,-78.800003,2023-02,760015724,2023-01-01T09:00:00Z,2023-02-05T00:00:00Z,1.2
-7.6,-79.900002,2023-01,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,0.44
-11.4,-78.199997,2023-02,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,4.09
-13.3,-76.599998,2023-01,760000520,2023-01-01T08:00:00Z,2023-02-11T03:00:00Z,0.92
-6.7,-80.800003,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,2.38
-6,-81.400002,2023-01,760000510,2023-01-01T03:00:00Z,2023-02-05T18:00:00Z,0.25
-7.7,-79.800003,2023-02,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,1.45
-14.8,-76,2023-01,760031085,2023-01-01T09:00:00Z,2023-02-13T02:00:00Z,1.82
-14.4,-77,2023-01,760003146,2023-01-04T08:00:00Z,2023-03-24T21:00:00Z,1.9
-9.6,-78.5,2023-02,760010399,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,0.24
-6.9,-80.199997,2023-01,760013012,2023-01-01T04:00:00Z,2023-03-10T12:00:00Z,1.65
-12.2,-77.300003,2023-01,760000070,2023-01-01T07:00:00Z,2023-03-08T20:00:00Z,3.43
-9,-78.800003,2023-01,760000233,2023-01-01T10:00:00Z,2023-02-23T02:00:00Z,0.54
-8.3,-79.099998,2023-01,760014268,2023-01-01T07:00:00Z,2023-02-05T17:00:00Z,1.81
-10.8,-78.300003,2023-03,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,1.56
-6.8,-80.400002,2023-01,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,0.21
-14.9,-77.599998,2023-03,789654321,2023-02-10T08:00:00Z,2023-03-31T20:00:00Z,1.73
-16.7,-78.300003,2023-03,760038087,2023-01-21T13:00:00Z,2023-03-31T23:00:00Z,0.53
-5.5,-81.800003,2023-02,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,0.69
-13.8,-78,2023-02,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,1.73
-8.9,-78.900002,2023-01,760000320,2023-01-01T08:00:00Z,2023-02-04T21:00:00Z,2.05
-12.6,-76.900002,2023-01,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,3.21
-3.7,-81.300003,2023-01,735057560,2023-01-04T06:00:00Z,2023-03-17T16:00:00Z,3.27
-7.9,-79.900002,2023-02,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,3.98
-15,-77.599998,2023-02,760003490,2023-01-01T09:00:00Z,2023-03-31T03:00:00Z,3.38
-9.1,-78.800003,2023-01,760002940,2023-01-01T10:00:00Z,2023-02-04T16:00:00Z,3.88
-16.8,-76.900002,2023-03,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,5.66
-6,-81.300003,2023-01,760000881,2023-01-01T13:00:00Z,2023-03-01T16:00:00Z,4.67
-10.4,-78.199997,2023-01,760014268,2023-01-01T07:00:00Z,2023-02-05T17:00:00Z,2.51
-7.8,-79.699997,2023-02,760013012,2023-01-01T04:00:00Z,2023-03-10T12:00:00Z,0.18
-7.7,-81.300003,2023-03,500010210,2023-01-30T02:00:00Z,2023-03-26T11:00:00Z,1.8
-9.9,-78.300003,2023-01,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,1.88
-8.7,-79.099998,2023-01,760019080,2023-01-01T08:00:00Z,2023-02-23T19:00:00Z,3.06
-7.7,-79.800003,2023-01,760001340,2023-01-01T08:00:00Z,2023-02-04T18:00:00Z,0.99
-7.7,-79.599998,2023-01,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,4.51
-7.1,-80.099998,2023-01,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,0.15
-6.8,-80.300003,2023-02,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,3.34
-6.7,-80.599998,2023-01,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,1.55
-7.8,-79.599998,2023-01,760003390,2023-01-01T08:00:00Z,2023-03-22T07:00:00Z,1.19
-13.9,-76.699997,2023-01,760004712,2023-01-01T01:00:00Z,2023-03-25T12:00:00Z,0.35
-6.8,-80.199997,2023-02,760000870,2023-01-01T18:00:00Z,2023-02-04T15:00:00Z,1.7
-6.8,-80.199997,2023-01,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,0.2
-12.6,-77,2023-01,12900000,2023-01-01T08:00:00Z,2023-02-13T03:00:00Z,6.33
-7.3,-80,2023-01,760000590,2023-01-01T01:00:00Z,2023-03-26T05:00:00Z,1.47
-8,-79.300003,2023-01,12432,2023-01-01T12:00:00Z,2023-02-07T20:00:00Z,1.43
-12,-77.300003,2023-01,760019080,2023-01-01T08:00:00Z,2023-02-23T19:00:00Z,1.46
-12.7,-77,2023-02,760068050,2023-01-01T10:00:00Z,2023-02-04T21:00:00Z,0.1
-15.2,-77.599998,2023-02,760000770,2023-01-05T02:00:00Z,2023-03-13T01:00:00Z,1.43
-12.7,-76.800003,2023-01,760017979,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,1.32
-7.4,-79.800003,2023-01,760001090,2023-01-01T00:00:00Z,2023-03-01T23:00:00Z,5.02
-7.3,-80.099998,2023-03,760028711,2023-01-01T09:00:00Z,2023-03-27T04:00:00Z,0.91
-14.1,-77.300003,2023-03,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,5.35
-16.6,-78.300003,2023-02,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,0.24
-17.8,-71.5,2023-02,769493837,2023-01-01T09:00:00Z,2023-02-18T16:00:00Z,1.42
-8.9,-79.199997,2023-01,760015261,2023-01-01T00:00:00Z,2023-03-26T03:00:00Z,1.75
-12.9,-76.699997,2023-01,760000070,2023-01-01T07:00:00Z,2023-03-08T20:00:00Z,1.45
-11.8,-77.300003,2023-01,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,4.21
-15,-76.900002,2023-02,760003490,2023-01-01T09:00:00Z,2023-03-31T03:00:00Z,1.01
-8.4,-79.099998,2023-01,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,1.42
