lat,lon,time range,flag,vessel ids,apparent fishing hours
-6.6,-80.3,2023-01,PER,6,5.53
-8.6,-83,2023-03,ECU,1,5.41
-3.5,-81.7,2023-02,PER,1,1.33
-6,-81.4,2023-01,HND,1,0.79
-11.4,-78.5,2023-03,PER,1,0.84
-12.2,-80.6,2023-02,ECU,1,0.6
-12,-78.7,2023-02,PER,1,0.16
-10.1,-78.7,2023-02,PER,1,0.41
-10.4,-79.3,2023-02,PER,1,0.58
-16.9,-78.1,2023-03,ECU,2,5.23
-10.5,-78,2023-01,PER,1,0.39
-8.1,-79.3,2023-01,GBR,1,7.99
-8.3,-79.4,2023-01,PER,6,4.82
-13.2,-76.9,2023-01,PER,4,8.09
-7.4,-80,2023-01,AIA,1,1.92
-8,-79.5,2023-01,GBR,1,2.42
-16.9,-77.5,2023-03,PER,1,0.51
-8.4,-79.7,2023-01,PER,1,1
-8.3,-81.5,2023-02,NA,1,3.14
-8.6,-79.1,2023-01,PER,5,2.11
-18.1,-71,2023-01,NA,1,0.76
-9.4,-78.5,2023-02,PER,2,2.27
-5.2,-82.3,2023-02,PER,1,4.63
-10,-81,2023-02,PER,1,20.72
-7.6,-79.8,2023-02,PER,13,19.13
-9.4,-81.8,2023-01,NA,1,5.94
-8.1,-81,2023-02,NA,1,5.58
-8,-79.6,2023-01,NA,2,2.32
-8.4,-79.3,2023-03,PER,2,3.77
-17.3,-71.8,2023-01,PER,1,1.27
-9.1,-78.6,2023-02,PER,24,65.92
-12.3,-79.1,2023-02,PER,1,3.01
-15.2,-77.3,2023-02,NA,1,2.12
-16.3,-75.4,2023-03,PER,1,8.13
-8.1,-79.5,2023-02,GBR,1,0.17
-11.6,-78.4,2023-03,PER,1,2.38
-16.5,-77.2,2023-03,ECU,2,10.66
-5.5,-82.5,2023-02,PER,1,0.33
-6.6,-80.7,2023-01,NA,2,3.57
-9.9,-81.3,2023-02,PER,1,8.93
-8.3,-79.1,2023-02,NA,3,5.16
-11.9,-80.6,2023-02,PER,1,0.33
-10.1,-78.3,2023-02,NA,1,6.07
-14.7,-77.4,2023-03,PER,5,4.65
-14.2,-76.5,2023-03,NA,1,1.42
-12.2,-77.9,2023-03,PER,1,12.47
-8.9,-80.5,2023-03,PER,1,1.35
-11.5,-79,2023-03,PER,1,0.62
-3.8,-81.4,2023-03,ECU,1,3.03
-10.1,-78.5,2023-03,PER,1,0.2
-8.1,-79.6,2023-02,NA,3,2.68
-12.7,-76.8,2023-02,PER,4,2.48
-15.5,-75.3,2023-03,PER,1,2.06
-12.5,-78,2023-02,PER,1,0.24
-9.8,-81.1,2023-01,PER,1,6.06
-12.3,-77.3,2023-02,HND,1,1.05
-14.8,-77.8,2023-02,HND,1,8.84
-14.5,-77.5,2023-02,AIA,1,0.85
-9.1,-80.2,2023-03,PER,2,0.99
-8.4,-79.3,2023-01,NA,1,0.27
-3.8,-82.5,2023-02,PER,1,0.18
-8,-79.9,2023-02,PER,12,21.59
-16.6,-78.3,2023-02,ECU,1,0.24
-15.2,-76.6,2023-03,NA,1,3.85
-12.3,-78.8,2023-03,PER,8,21.15
-12,-77.2,2023-02,ESP,1,17.41
-10.8,-78.5,2023-02,PER,2,4.42
-16.3,-78.5,2023-03,NA,1,5.25
-15.5,-77.6,2023-02,HND,1,6.16
-10,-78.7,2023-01,PER,1,1.4
-14.2,-77.9,2023-02,PER,1,1.37
-14.1,-79.9,2023-02,PER,1,11.78
-4.1,-82.4,2023-03,ECU,1,2.31
-9.4,-81.2,2023-01,PER,1,3.09
-5,-82.6,2023-02,PER,1,5.8
-13.5,-77.9,2023-02,AIA,1,5.94
-14.9,-75.7,2023-02,PER,7,6.91
-6.8,-82,2023-03,PER,1,5.02
-16,-77.9,2023-03,PER,1,4.7
-13.3,-77.2,2023-03,PER,1,2.85
-6.8,-80.2,2023-02,PER,7,15.71
-12,-77.6,2023-01,PER,9,10.17
-16.5,-76.9,2023-03,PER,3,6.21
-6.3,-81,2023-01,PER,50,194.31
-9.3,-82.5,2023-02,PER,1,8.9
-17.9,-76.9,2023-03,ECU,1,6.37
-16.3,-78.2,2023-02,ECU,1,4.23
-6.5,-80.5,2023-01,PER,2,9.13
-14.9,-77,2023-02,PER,7,15.87
-8.2,-81,2023-02,NA,1,4.79
-16.8,-77,2023-03,ECU,2,13.36
-13.4,-76.7,2023-01,PER,8,17.26
-15.4,-77.9,2023-02,PER,7,16.87
-17.9,-71.4,2023-01,NA,2,8.25
-13.9,-77.1,2023-03,PER,1,2.32
-17.8,-71.4,2023-01,PER,2,20.61
-13.3,-77.8,2023-01,PER,2,4.13
-13,-76.6,2023-01,NA,3,6.36
-16.7,-73,2023-02,PER,2,1.57
-6.8,-82.1,2023-02,PAN,1,0.16
-11.8,-77.3,2023-01,NA,3,7.76
-8.7,-79.1,2023-01,PER,7,8.4
-13.8,-76.6,2023-01,PER,40,108.05
-14,-76.7,2023-03,PER,1,1.5
-17.6,-71.7,2023-01,PER,1,0.08
-13.2,-77.1,2023-01,HND,1,5.87
-7.8,-80.2,2023-03,PER,1,0.98
-7.3,-83.7,2023-03,ECU,1,1
-15.3,-77.2,2023-02,PER,14,49.9
-12.5,-77.4,2023-01,PER,1,0.29
-13.1,-76.9,2023-01,PER,11,49.91
-10.8,-77.9,2023-01,PER,46,91.82
-8.2,-79.3,2023-01,GBR,1,5.37
-12.4,-77.1,2023-01,SSD,1,1.75
-16.5,-77.3,2023-03,PER,1,1.71
-16.7,-78.1,2023-03,ECU,1,1.59
-14.4,-77.5,2023-03,PER,1,1.75
-6.7,-81.3,2023-03,PER,1,0.49
-4.7,-81.5,2023-02,PER,1,1.75
-7.9,-79.8,2023-03,PER,1,8.34
-3.6,-81.1,2023-02,ECU,1,2.96
-10.4,-78.2,2023-01,HND,1,1.94
-16.8,-78.6,2023-03,PER,1,0.35
-7.8,-79.6,2023-02,GBR,1,0.93
-14.1,-76.5,2023-01,PER,1,0.76
-5.4,-81.3,2023-01,PER,2,3.86
-3.6,-81.4,2023-03,ECU,1,2.96
-15.1,-77.7,2023-02,PER,3,2.35
-15.9,-77.4,2023-03,PER,1,2.12
-7.8,-79.7,2023-01,PER,37,65.18
-13.3,-76.4,2023-01,PER,24,90.85
-17.6,-71.5,2023-02,NA,3,9.11
-7.4,-79.8,2023-01,GBR,1,2.42
-16.3,-78,2023-03,ECU,2,2
-7.3,-79.9,2023-01,PER,46,80.65
-14.9,-77.2,2023-03,PER,3,3.59
-15,-77.3,2023-03,PER,8,12.66
-5.1,-81.1,2023-01,ESP,1,0.95
-11.8,-77.3,2023-03,PER,1,1.47
-13,-76.9,2023-02,PER,8,37.26
-16.6,-78,2023-03,PER,1,5
-13.4,-76.3,2023-01,NA,3,5.63
-15.3,-78.6,2023-03,ECU,1,0.07
-9.7,-78.4,2023-02,PER,8,14.76
-12.8,-77.9,2023-02,PER,2,5.46
-14.3,-77.4,2023-02,PER,2,1.75
-12.4,-77.3,2023-01,PER,3,5.13
-7.2,-79.8,2023-02,PER,4,3.93
-14,-76.5,2023-02,PER,1,1.5
-6.5,-82.9,2023-01,PAN,1,0.39
-11.6,-77.8,2023-03,PER,1,1.17
-14.4,-76.6,2023-01,PER,1,0.15
-10.9,-77.8,2023-01,NA,2,3.71
-9.2,-80.2,2023-03,PER,8,39.01
-7.7,-79.4,2023-02,NA,1,0.02
-7.5,-79.8,2023-01,PER,67,206.96
-15.5,-77.8,2023-02,PER,9,25.08
-14.6,-77.4,2023-03,PER,4,7.9
-14.1,-76.5,2023-03,NA,1,1.79
-14.4,-77.7,2023-02,PER,7,7.26
-12.1,-77.6,2023-02,PER,3,6.45
-4.8,-81.4,2023-02,PER,1,0.32
-4.3,-82.6,2023-03,ECU,1,0.25
-13.5,-76.4,2023-03,PER,2,7.81
-15,-76.9,2023-03,PER,1,2.24
-11.9,-77.4,2023-01,PER,33,78.89
-12.6,-76.8,2023-02,PER,16,27.12
-8.2,-79.6,2023-02,NA,1,1.16
-7.8,-80,2023-02,PER,1,0.18
-17.1,-77.7,2023-03,PER,1,2.34
-15.3,-77,2023-03,PER,1,1.22
-9.2,-78.7,2023-01,GBR,1,2.67
-12.3,-77.4,2023-03,PER,2,12.84
-8.2,-79.5,2023-02,GBR,1,4.47
-15.1,-77.3,2023-02,NA,1,2.52
-14.8,-77.6,2023-02,PER,1,2.16
-9.2,-78.6,2023-02,PER,2,3.59
-12.4,-76.9,2023-01,PER,51,116.34
-16.3,-77.6,2023-03,PER,1,1.23
-12.3,-77.2,2023-01,HND,1,0.76
-9.2,-78.7,2023-01,HND,1,0.26
-12.4,-80.3,2023-02,PER,1,4.15
-7.6,-80,2023-02,PER,12,20.98
-18.3,-70.8,2023-01,NA,1,0.06
-5.5,-81.6,2023-03,ECU,1,2
-14.5,-77,2023-03,AIA,1,1.29
-11.1,-78.1,2023-02,PER,1,0.3
-12.8,-79.4,2023-03,PER,1,2.02
-8.4,-79,2023-01,PER,27,44.81
-15.8,-77.3,2023-02,ECU,1,7.01
-15,-75.7,2023-01,PER,1,0.15
-12.3,-78.3,2023-02,PER,1,4.97
-14.9,-75.8,2023-01,PER,4,6.1
-12.7,-77,2023-01,SSD,1,2.28
-16.4,-77.9,2023-03,ECU,2,2.2
-9.9,-78.3,2023-01,PER,25,33.59
-14.7,-77.9,2023-02,PER,4,8.51
-5.6,-81.1,2023-02,PER,1,8.38
-7.1,-79.9,2023-01,PER,55,151.23
-15.7,-78.1,2023-03,ECU,1,5.15
-9.3,-78.6,2023-03,PER,1,0.5
-12.2,-77.1,2023-03,PER,2,2.88
-4,-82.1,2023-02,PER,1,6.8
-9.2,-78.7,2023-01,AIA,1,0.72
-15.5,-77.4,2023-02,AIA,1,2.19
-7.6,-81.4,2023-03,NA,1,1.01
-8.1,-79.4,2023-02,NA,1,0.11
-17,-77.9,2023-03,PER,2,17.04
-17.2,-72,2023-02,PER,5,31.75
-8.9,-82.3,2023-03,ECU,1,0.26
-7.4,-79.8,2023-01,HND,1,0.25
-16.3,-75.6,2023-03,PER,1,1.09
-6.8,-81.4,2023-03,ECU,1,0.99
-7.1,-80.1,2023-02,PER,1,1.4
-7.1,-80.4,2023-03,PER,1,1.43
-17.5,-71.6,2023-02,NA,2,2.21
-17.4,-71.5,2023-01,PER,2,1.96
-11.2,-77.8,2023-03,PER,1,1.18
-13.6,-79.5,2023-02,PER,1,1.28
-15.2,-77,2023-02,PER,1,0.28
-9.8,-80.3,2023-01,PER,1,0.16
-6.7,-82.1,2023-03,PER,1,1.92
-10.4,-78.4,2023-03,PER,1,1.58
-6.2,-81.6,2023-03,ECU,1,1.98
-10.4,-78.1,2023-02,PER,9,11.38
-11.7,-77.5,2023-01,PER,24,53.38
-9.1,-79,2023-01,PER,1,0.94
-16.6,-76.7,2023-03,PER,1,11.55
-9.1,-82.8,2023-02,ECU,1,2.53
-8.4,-79.8,2023-02,PER,1,2.23
-12.4,-79,2023-03,PER,1,0.81
-8,-79.4,2023-01,NA,4,19
-13.7,-76.9,2023-01,PER,1,2.35
-10.8,-78.2,2023-02,PER,2,3.87
-7.6,-79.7,2023-01,PER,86,288.23
-15.7,-77.7,2023-02,PER,9,8.26
-12.6,-77,2023-01,AIA,1,3.16
-9.8,-78.4,2023-01,NA,4,16.72
-16.4,-78.2,2023-03,PER,1,1.52
-3.8,-82.2,2023-02,PER,1,0.18
-11,-77.9,2023-01,AIA,1,2.23
-9.1,-80.5,2023-03,PER,3,8.15
-4.7,-84.4,2023-03,ECU,1,0.18
-17,-78.2,2023-03,ECU,1,2.33
-15.4,-75.6,2023-03,PER,1,2.63
-16.8,-77.8,2023-03,PER,1,1.13
-6.6,-81.1,2023-01,PER,8,23.22
-8.2,-79.3,2023-01,HND,1,4.29
-15.1,-75.5,2023-01,NA,2,6.28
-10.3,-78.3,2023-01,PER,16,26.29
-8.9,-80.2,2023-03,PER,2,2.02
-14.8,-75.9,2023-01,NA,2,3.18
-7.8,-79.6,2023-02,AIA,1,2.46
-9,-80.3,2023-03,PER,7,37.79
-16.7,-76.9,2023-03,ECU,1,2
-12.2,-77.1,2023-01,NA,2,4.19
-9.3,-78.6,2023-01,NA,3,3.85
-11,-78.1,2023-01,PER,3,3.4
-9.5,-78.6,2023-01,PER,21,40.24
-15.2,-77.2,2023-03,PER,1,0.88
-15.4,-78,2023-02,NA,1,1.54
-8.9,-79.7,2023-01,PER,1,0.07
-9,-80.7,2023-01,PER,1,6
-9.9,-78.5,2023-02,PER,3,0.68
-6.7,-81.5,2023-03,ECU,1,1.89
-10,-80.9,2023-02,NA,1,8.06
-9,-79.8,2023-01,PER,1,0.31
-14.8,-77.1,2023-03,PER,6,11.81
-11.7,-78.6,2023-03,PER,1,0.32
-7.5,-79.7,2023-02,PER,21,59.85
-14.8,-77.4,2023-02,PER,9,14.71
-15.5,-79,2023-02,ECU,1,6.31
-6.7,-81,2023-01,PER,23,64.82
-17.4,-72,2023-02,PER,1,0.28
-7.9,-79.7,2023-02,NA,1,1.22
-13.7,-79.5,2023-02,PER,1,7.91
-15.1,-77,2023-02,PER,4,9.55
-12.8,-76.8,2023-03,PER,1,0.12
-11.1,-77.8,2023-03,PER,1,8.41
-12.1,-77.1,2023-03,PER,2,20.9
-3.5,-81.3,2023-03,ECU,2,2.12
-15.6,-78.1,2023-03,ECU,1,0.11
-14.6,-77.9,2023-02,PER,4,6.29
-12.1,-77.4,2023-02,PER,8,7.9
-14.4,-77.2,2023-03,PER,1,0.07
-7.7,-79.6,2023-02,NA,1,0.27
-5,-81.8,2023-02,PER,1,2.97
-11.5,-77.5,2023-02,PER,1,0.28
-12.6,-77,2023-01,SSD,1,0.26
-7.9,-79.5,2023-01,PER,61,197.13
-15.3,-77.5,2023-02,PER,13,28.57
-12.7,-78.3,2023-03,PER,1,1.56
-15.8,-76.1,2023-03,NA,1,12.22
-11.9,-77.6,2023-01,PER,13,19.15
-13.5,-76.6,2023-03,PER,1,3.15
-7.4,-79.7,2023-02,GBR,1,0.62
-12,-77.1,2023-02,NA,1,0.11
-15.3,-78.1,2023-02,ECU,1,0.89
-7.8,-83.1,2023-03,ECU,1,0.3
-14.3,-77.6,2023-02,PER,6,8.52
-15.6,-77.3,2023-02,NA,1,2.02
-11.2,-78.1,2023-02,PER,2,6.73
-18,-71.1,2023-01,NA,2,9.6
-17.4,-77.6,2023-03,NA,1,1.35
-6.4,-81.2,2023-01,PER,2,2.15
-9.9,-82.1,2023-02,PER,1,0.12
-12.4,-77,2023-01,NA,3,10.15
-12.9,-76.9,2023-01,PER,8,9.53
-16.7,-77.2,2023-03,PER,1,0.89
-13.4,-76.2,2023-02,NA,1,0.1
-3.9,-81.4,2023-03,ECU,1,0.98
-9.1,-78.7,2023-01,HND,1,0.22
-15,-77.8,2023-02,PER,4,5.16
-7.4,-80.1,2023-03,PER,1,0.51
-14.9,-77.7,2023-02,PER,15,36.44
-14.1,-77.4,2023-03,PER,1,2.34
-16.3,-78.5,2023-02,ECU,1,2.06
-17,-78.3,2023-03,PER,1,0.98
-15.5,-76.9,2023-03,PER,6,11.88
-6.2,-81.1,2023-01,PER,23,82.82
-17.5,-77.7,2023-03,NA,1,2.24
-7.7,-81.2,2023-03,NA,1,1.91
-11.8,-77.8,2023-02,PER,2,2.76
-6.4,-81.8,2023-03,PER,1,4.65
-15.1,-77.2,2023-03,PER,8,14.51
-13.6,-77.7,2023-03,PER,1,1.65
-16.9,-78.4,2023-03,NA,1,0.63
-7.7,-79.9,2023-01,PER,2,2.38
-3.7,-81.3,2023-01,ECU,1,3.27
-13.4,-77.1,2023-03,PER,1,11.53
-16.8,-78.4,2023-03,PER,2,15.47
-13.5,-76.6,2023-01,NA,2,2.27
-15.4,-76.8,2023-03,PER,2,4.07
-8.2,-79.2,2023-02,GBR,1,1.51
-14.4,-79.3,2023-03,ECU,1,0.04
-6.6,-80.9,2023-01,AIA,1,2.3
-8.2,-79.1,2023-01,PER,59,120.23
-13.3,-76.6,2023-01,PER,26,43.73
-13.8,-77.2,2023-03,PER,1,1.91
-7.7,-80.1,2023-02,PER,1,0.9
-14,-77.1,2023-01,PER,1,0.91
-7.8,-79.8,2023-02,PER,32,88.29
-15.2,-75.5,2023-01,NA,1,2.42
-7.5,-80,2023-01,PER,18,25.05
-16.9,-76.9,2023-03,ECU,1,2
-14.4,-77,2023-02,PER,1,2.22
-12,-81,2023-02,ECU,1,1.15
-14.9,-76.9,2023-02,NA,1,3.14
-17.8,-77,2023-03,ECU,1,0.76
-13.9,-76.7,2023-01,PER,9,8.29
-6.5,-83,2023-03,PAN,1,0.5
-9.2,-80.5,2023-03,PER,2,4.63
-6.9,-80.4,2023-01,GBR,1,1.4
-6.6,-80.9,2023-01,HND,1,2.76
-14.6,-76.5,2023-01,PER,1,2.39
-6.8,-80.3,2023-01,PER,57,130.5
-17.7,-76.6,2023-03,NA,1,0.05
-9.8,-78.5,2023-01,AIA,1,5.01
-13.9,-77.6,2023-02,PER,1,2.38
-4.2,-81.4,2023-02,PER,1,0.71
-15.4,-77.1,2023-02,PER,5,7.53
-7,-80.1,2023-01,PER,60,175.1
-15.4,-77.4,2023-03,PER,2,2.94
-15.6,-77.7,2023-02,PER,9,17.21
-12.3,-77.2,2023-01,SSD,1,4.72
-13.8,-76.4,2023-01,PER,5,5.21
-15,-77,2023-01,PER,3,4.22
-15.7,-75.2,2023-03,PER,1,0.91
-14.8,-76,2023-01,PER,24,39.14
-11.6,-77.5,2023-01,PER,36,86.34
-6.9,-80.8,2023-01,PER,2,0.87
-9.2,-79,2023-01,PER,1,1.9
-15,-77.2,2023-02,NA,1,1.1
-6.7,-80.4,2023-02,PER,4,7.38
-7,-79.9,2023-02,PER,4,6.18
-12,-77.4,2023-01,PER,69,144.75
-5.5,-81.1,2023-01,PER,5,7.62
-7.4,-80,2023-01,GBR,1,3.1
-8,-79.5,2023-01,AIA,1,0.22
-12.4,-77,2023-03,PER,2,2.12
-14.4,-76.4,2023-03,NA,1,6.01
-14.9,-77.5,2023-03,PER,3,9.47
-5.7,-81,2023-02,PER,1,4.23
-12.9,-76.6,2023-02,NA,1,0.07
-8.2,-79.1,2023-02,PER,3,11.41
-8.2,-79.2,2023-01,GBR,1,6.89
-14.4,-77.2,2023-02,NA,1,0.58
-14.6,-77.6,2023-02,NA,1,1.43
-15.3,-77.3,2023-02,PER,6,9.9
-7.7,-79.9,2023-02,PER,1,8.96
-7.7,-79.6,2023-03,PER,1,1.99
-15.5,-77.3,2023-02,NA,1,1.65
-5.6,-81.6,2023-03,ECU,1,2
-15.6,-76.9,2023-03,PER,1,3.83
-14.6,-77.5,2023-02,GBR,1,5.46
-7.5,-80,2023-02,PER,18,38.54
-10.1,-81.6,2023-02,PAN,1,0.05
-14.4,-77,2023-01,PER,3,8.83
-14.8,-77.4,2023-03,NA,1,0.49
-14.3,-76.5,2023-03,PER,1,1.45
-11.2,-79,2023-03,PER,1,0.97
-7.9,-80.8,2023-03,PER,1,0.15
-7.8,-79.8,2023-01,PER,3,4.33
-15.1,-77.8,2023-02,PER,5,18.15
-14,-77.4,2023-03,PER,1,0.91
-7.9,-79.7,2023-03,PER,1,2.66
-14.5,-76.5,2023-03,NA,1,1.98
-14,-77.1,2023-02,PER,1,1.36
-12.5,-77.6,2023-02,PER,1,2.03
-5.4,-81.2,2023-01,PER,3,3.75
-13.5,-77.5,2023-02,PER,1,0.08
-15,-77,2023-02,PER,2,1.97
-7.2,-80,2023-01,PER,32,38.2
-13.4,-76.8,2023-01,PER,19,58.04
-16.3,-78.3,2023-02,ECU,1,5.43
-13.8,-76.4,2023-02,PER,1,0.23
-15.3,-76.9,2023-02,PER,1,0.24
-10.2,-79.4,2023-02,PER,1,3.77
-15.3,-76.6,2023-03,PER,4,19.88
-10.7,-78.3,2023-03,PER,1,0.07
-6.4,-81,2023-03,PER,1,1.04
-13.3,-77.3,2023-03,PER,1,1.39
-6.8,-80.3,2023-02,PER,9,19.92
-12.9,-76.6,2023-01,NA,2,2.87
-5.7,-81,2023-01,PER,1,2.87
-17.3,-77.9,2023-03,NA,1,0.45
-6.7,-80.4,2023-01,PER,49,160.64
-12,-77.1,2023-03,PER,14,111.57
-14.5,-77.6,2023-03,PER,7,18.66
-7,-79.9,2023-01,PER,22,24.51
-15.5,-78.1,2023-03,ECU,1,3.21
-12.8,-76.9,2023-01,SSD,1,2.09
-14.5,-77.9,2023-02,PER,4,4.33
-5.5,-81.1,2023-02,PER,1,0.15
-12,-77.4,2023-02,PER,10,22.84
-16,-77.9,2023-03,ECU,3,9.75
-9.2,-79,2023-02,PER,1,0.76
-7.4,-79.9,2023-01,NA,2,8.21
-11.6,-77.5,2023-02,PER,1,2.63
-12.5,-77,2023-01,SSD,1,4.47
-6.5,-81.1,2023-01,PER,2,0.35
-17.1,-77.8,2023-03,PER,2,16.01
-7.4,-81.2,2023-03,PER,1,0.34
-15.1,-77,2023-01,PER,2,30.43
-14.4,-77.8,2023-02,PER,9,23.13
-14.5,-76.5,2023-01,PER,3,2.11
-12,-77.1,2023-03,JPN,1,1.22
-13,-77.2,2023-02,PER,1,0.1
-15.5,-77.7,2023-02,PER,12,21.26
-7.5,-79.7,2023-01,PER,83,251.05
-9.7,-79.7,2023-02,PER,1,6.55
-7.9,-79.5,2023-02,PER,14,34.95
-13.8,-77,2023-01,PER,3,6.61
-16.9,-78.1,2023-03,PER,2,4.27
-7.7,-79.6,2023-01,NA,3,18.95
-16.9,-78.4,2023-02,PER,1,0.04
-11.5,-77.5,2023-01,PER,24,54.03
-9.2,-78.8,2023-01,GBR,1,4.01
-16.8,-78.1,2023-03,NA,1,7.53
-12.1,-77.4,2023-01,PER,11,10.23
-6.9,-80,2023-01,PER,24,30.55
-5.6,-82.2,2023-02,PER,1,6.88
-12.9,-76.6,2023-03,PER,1,3.62
-16.9,-77.5,2023-03,ECU,1,2.94
-12.2,-78.2,2023-03,PER,1,0.4
-12.9,-76.9,2023-02,PER,12,42.43
-15,-77.2,2023-03,PER,1,0.11
-7.4,-79.9,2023-03,PER,1,0.47
-12.8,-77.1,2023-01,PER,4,2.01
-14.3,-77.6,2023-01,PER,1,1.72
-11.2,-78.1,2023-01,PER,1,0.45
-18,-71.1,2023-02,NA,1,2.49
-9.7,-78.6,2023-01,PER,5,1.62
-7.4,-79.7,2023-01,GBR,1,1.04
-12.4,-77.8,2023-03,PER,1,0.99
-14.9,-77.3,2023-03,PER,5,5.05
-12,-77.1,2023-01,NA,1,4.46
-13.3,-80.3,2023-03,ECU,1,0.2
-11.8,-77.8,2023-01,PER,4,5.62
-6.8,-80.5,2023-01,PER,21,32.02
-9.2,-80.3,2023-03,PER,8,55.38
-11,-77.8,2023-01,NA,1,0.13
-11.6,-77.7,2023-03,PER,1,0.82
-12.4,-77.2,2023-01,PER,29,62.34
-14.1,-77.1,2023-01,PER,1,1.31
-15.4,-77.4,2023-02,NA,1,2.67
-13.5,-77.3,2023-01,PER,1,0.58
-5.2,-82.2,2023-02,PER,1,0.44
-13.7,-76.6,2023-03,PER,1,1.56
-13.6,-78.9,2023-02,PER,1,11.06
-4.4,-81.5,2023-03,ECU,1,2.02
-11.7,-77.5,2023-02,PER,1,1.3
-7.8,-79.6,2023-01,HND,1,0.18
-12.3,-78.5,2023-02,PER,3,7.08
-10.4,-78.1,2023-01,PER,21,32.48
-6.6,-81.4,2023-03,PER,1,1.43
-10.1,-79.4,2023-02,PER,1,0.71
-8.4,-79.2,2023-03,PER,1,2.74
-15.3,-78.9,2023-02,PER,1,1.58
-5.4,-82.1,2023-02,PER,1,1.57
-12,-77.2,2023-03,PAN,1,2.27
-3.7,-82.6,2023-03,ECU,1,0.97
-15,-79,2023-02,PER,1,7.14
-9.4,-81.7,2023-01,NA,1,2.07
-7.6,-79.7,2023-02,PER,12,23.29
-10.8,-78.2,2023-01,PER,8,16.35
-11.8,-77.7,2023-01,ECU,1,0.37
-3.4,-81.6,2023-02,PER,1,4.7
-8.7,-81.4,2023-03,PAN,1,0.7
-10.2,-81.6,2023-02,PAN,1,0.07
-14.7,-77.5,2023-02,GBR,1,0.82
-8.3,-79.6,2023-02,PER,4,4.05
-15.2,-77.8,2023-02,PER,10,24.09
-10.3,-78.3,2023-02,PER,1,0.41
-9.9,-78.5,2023-01,PER,13,19.97
-18.1,-70.9,2023-02,PER,3,6.22
-8.1,-79.2,2023-01,GBR,1,0.11
-13.8,-77.6,2023-02,AIA,1,2.14
-15.3,-77.4,2023-03,AIA,1,1.4
-15.1,-75.7,2023-01,PER,7,10.65
-8.1,-79.4,2023-03,PER,1,0.57
-13.3,-78.6,2023-02,PER,1,4.16
-17,-77.6,2023-03,NA,1,5.27
-14.6,-77,2023-03,AIA,1,0.31
-6,-82.4,2023-02,PER,1,1.33
-9.5,-78.6,2023-02,PER,10,14.41
-16.6,-73.1,2023-02,PER,1,0.09
-16.3,-77.9,2023-02,ECU,1,1.89
-10.1,-78.8,2023-02,PER,1,1.25
-12.3,-78.7,2023-03,PER,8,24.55
-9.1,-79.2,2023-03,PER,1,0.38
-9.3,-82.5,2023-02,ECU,2,4.24
-8.4,-79.2,2023-01,NA,1,0.25
-9.1,-80.3,2023-03,PER,3,5.48
-7.6,-80,2023-01,PER,8,13.55
-9.4,-78.8,2023-03,PER,1,1.49
-9.2,-82.5,2023-02,NA,1,1.84
-8.2,-79.5,2023-01,HND,1,0.11
-14.2,-77.1,2023-01,PER,1,2.03
-16.8,-77,2023-03,PER,4,24.5
-4.7,-82.1,2023-02,PER,1,3.06
-9.1,-80.7,2023-01,PER,1,5.71
-11.7,-77.3,2023-01,PER,16,32.28
-15,-75.7,2023-02,PER,6,9.8
-10,-78.8,2023-01,PER,1,0.35
-9.4,-81.3,2023-01,PER,1,4.09
-11.1,-78.1,2023-01,PER,3,1.13
-9.6,-78.6,2023-01,PER,27,55.59
-8.1,-79.4,2023-01,NA,3,4.23
-10.7,-77.9,2023-01,NA,2,2.41
-8.2,-79.5,2023-01,AIA,1,0.53
-15.4,-77.5,2023-02,HND,1,5.17
-12.8,-78.2,2023-02,PER,1,3.64
-9.6,-79.7,2023-02,PER,1,0.86
-12.2,-77.4,2023-01,PER,3,0.66
-5.6,-81.1,2023-01,PER,4,2.85
-6.6,-80.8,2023-01,NA,1,7.21
-16.5,-77.3,2023-03,ECU,1,6.05
-7.1,-79.9,2023-02,PER,4,11.4
-9.3,-78.9,2023-01,PER,1,1.23
-9.1,-78.8,2023-01,GBR,1,2.95
-9.9,-78.3,2023-02,PER,2,2.24
-8.9,-80,2023-01,PER,2,0.26
-3.6,-81.1,2023-02,PER,1,0.35
-14.4,-77.6,2023-02,AIA,1,1.38
-5.2,-81.6,2023-03,ECU,1,2
-17.4,-71.5,2023-02,PER,2,1.78
-7.1,-80.1,2023-01,PER,46,172.63
-17.2,-72,2023-01,PER,1,0.71
-9,-80.5,2023-03,PER,7,17.36
-13,-76.9,2023-01,PER,26,39.32
-13.4,-76.3,2023-02,NA,2,2.67
-16.7,-77.3,2023-03,PER,1,1.8
-16.5,-78.1,2023-03,ECU,1,5.42
-10.7,-78,2023-01,PER,26,58.97
-13.3,-77,2023-01,PER,1,0.22
-15.4,-77.6,2023-02,NA,1,0.08
-13.9,-77.1,2023-02,NA,1,1.76
-15.6,-77.2,2023-02,NA,1,2.66
-7.3,-79.9,2023-02,PER,1,2.77
-11.8,-77.5,2023-01,NA,1,4.34
-7.7,-81.3,2023-03,NA,1,1.8
-15.4,-79.1,2023-02,ECU,1,6.14
-15.4,-77.5,2023-02,GBR,1,4
-14.4,-76.9,2023-03,PER,2,2.26
-12.2,-78.7,2023-02,PER,4,8.66
-17.1,-72.1,2023-02,PER,3,7.52
-16.1,-77.8,2023-03,PER,2,1.72
-17.5,-77.8,2023-03,NA,1,6.38
