lat,lon,time range,flag,geartype,vessel ids,apparent fishing hours
-8.4,-79.3,2023-01,PER,tuna_purse_seines,1,0.27
-7.9,-79.7,2023-02,PER,other_purse_seines,22,28.62
-13.6,-78.1,2023-02,PER,other_purse_seines,1,0.94
-11.3,-78,2023-03,PER,other_purse_seines,2,3.22
-12.9,-76.8,2023-01,PER,other_purse_seines,19,26.24
-12.6,-77.3,2023-01,PER,other_purse_seines,2,3.99
-14,-77.3,2023-02,PER,other_purse_seines,2,1.71
-17,-72.1,2023-02,PER,other_purse_seines,1,32.34
-7.8,-79.6,2023-01,NA,other_purse_seines,3,5.76
-15.3,-75.5,2023-03,PER,other_purse_seines,1,7.69
-7.7,-81.7,2023-03,PER,other_purse_seines,1,0.43
-3.5,-81.2,2023-03,ECU,tuna_purse_seines,1,3.82
-7.2,-79.8,2023-01,GBR,other_purse_seines,1,2.3
-17.1,-78,2023-02,NA,purse_seines,1,1.01
-9.1,-80.2,2023-03,PER,other_purse_seines,2,0.99
-16.9,-78.3,2023-03,PER,other_purse_seines,1,8.29
-14.3,-77.3,2023-02,PER,set_longlines,1,5.89
-14.9,-77,2023-01,PER,pole_and_line,2,2.91
-16,-78,2023-03,ECU,tuna_purse_seines,1,0.25
-6.6,-80.9,2023-01,HND,other_purse_seines,1,2.76
-7.6,-79.8,2023-01,PER,tuna_purse_seines,5,13.73
-9.8,-79.7,2023-02,PER,other_purse_seines,1,2.17
-18.1,-71.1,2023-02,NA,other_purse_seines,1,1.68
-8.2,-79.4,2023-01,PER,pole_and_line,1,0.32
-9.1,-78.7,2023-01,PER,other_purse_seines,16,21.46
-15.2,-77.7,2023-02,PER,purse_seines,1,0.2
-17.2,-72.1,2023-02,PER,other_purse_seines,3,7.72
-14.5,-77.6,2023-03,PER,tuna_purse_seines,1,1.33
-8.3,-79.3,2023-03,PER,other_purse_seines,1,0.39
-5.6,-81.2,2023-01,PER,other_purse_seines,5,14.27
-12.7,-76.9,2023-02,PER,other_purse_seines,4,2.08
-17.6,-71.7,2023-01,PER,other_purse_seines,1,0.08
-6.6,-80.8,2023-01,AIA,purse_seines,1,4.27
-8.4,-79.1,2023-01,PER,tuna_purse_seines,5,29.35
-16.8,-77,2023-03,PER,other_purse_seines,1,6.81
-9,-80.2,2023-03,PER,other_purse_seines,4,29.47
-10.1,-78.3,2023-03,PER,other_purse_seines,1,2.92
-15.3,-77.8,2023-02,PER,purse_seines,1,1.87
-8.2,-79.1,2023-01,PER,fishing,2,8.81
-13.4,-76.5,2023-01,NA,other_purse_seines,1,7.28
-12.9,-76.6,2023-01,PER,other_purse_seines,12,24.95
-14.6,-77.5,2023-03,PER,purse_seines,1,1.45
-12.6,-77.1,2023-01,PER,other_purse_seines,7,3.71
-7.1,-80.5,2023-01,PER,other_purse_seines,2,4.98
-16.6,-76.7,2023-03,PER,tuna_purse_seines,1,11.55
-7.6,-79.7,2023-01,PER,purse_seines,8,12.95
-12.5,-77,2023-01,PER,purse_seines,6,19.18
-7.6,-79.6,2023-01,PER,tuna_purse_seines,7,14.91
-8.1,-79.6,2023-02,PER,fishing,2,2.91
-3.7,-81.5,2023-02,PAN,tuna_purse_seines,1,2.49
-7.1,-80.2,2023-01,PER,purse_seines,1,1.29
-8.2,-79.7,2023-01,PER,other_purse_seines,4,4.08
-6.2,-81.1,2023-01,PER,other_purse_seines,17,72.16
-13.9,-76.7,2023-01,PER,tuna_purse_seines,1,0.31
-13.4,-76.3,2023-01,NA,other_purse_seines,3,5.63
-14.1,-77.4,2023-01,PER,fishing,1,2.98
-7.4,-79.8,2023-02,PER,tuna_purse_seines,1,0.74
-16.9,-78.1,2023-03,PER,other_purse_seines,1,3.71
-13.6,-77.9,2023-02,PER,other_purse_seines,2,2.41
-12.4,-77,2023-01,NA,other_purse_seines,3,10.15
-10.9,-79.3,2023-03,PER,other_purse_seines,1,0.39
-8.9,-79.1,2023-02,PER,purse_seines,1,1.98
-11.8,-77.7,2023-01,ECU,tuna_purse_seines,1,0.37
-9.4,-78.7,2023-01,PER,pole_and_line,1,2.01
-15,-77.2,2023-03,PER,other_purse_seines,1,0.11
-16.9,-78.4,2023-03,NA,purse_seines,1,0.63
-16.8,-77.1,2023-03,ECU,tuna_purse_seines,2,11.29
-13.2,-76.6,2023-01,PER,other_purse_seines,3,2.75
-17.8,-71.3,2023-01,NA,other_purse_seines,1,12.8
-15.5,-77.3,2023-02,NA,other_purse_seines,1,1.65
-18.2,-70.8,2023-03,PER,other_purse_seines,1,0.17
-8.4,-79.2,2023-01,PER,pole_and_line,1,0.47
-10.6,-78,2023-01,NA,other_purse_seines,1,1.58
-10.4,-78.2,2023-01,HND,other_purse_seines,1,1.94
-6.9,-80,2023-01,PER,other_purse_seines,21,25.41
-15.4,-77.9,2023-02,PER,purse_seines,1,0.08
-14.9,-77.6,2023-03,PER,purse_seines,1,1.49
-15,-75.7,2023-02,PER,other_purse_seines,6,9.8
-15.5,-77.9,2023-02,NA,other_purse_seines,1,2.55
-14.6,-77.8,2023-02,PER,other_purse_seines,12,33.53
-10.1,-78.3,2023-02,PER,tuna_purse_seines,1,9.01
-13.2,-76.7,2023-01,NA,other_purse_seines,1,0.04
-16.9,-78,2023-03,ECU,tuna_purse_seines,2,5.88
-12.7,-77,2023-01,SSD,tuna_purse_seines,1,2.28
-17.2,-77.8,2023-02,NA,purse_seines,1,1.41
-7.2,-80.4,2023-01,PER,purse_seines,1,0.7
-12.2,-77.3,2023-02,HND,other_purse_seines,1,0.17
-12.3,-77.3,2023-01,NA,other_purse_seines,4,6.78
-17.6,-71.4,2023-03,PER,other_purse_seines,1,97.46
-7.2,-80,2023-01,PER,purse_seines,5,4.27
-12.2,-77.2,2023-01,NA,other_purse_seines,5,34.99
-13.3,-76.4,2023-01,NA,other_purse_seines,1,5.14
-12.1,-77.6,2023-01,PER,other_purse_seines,4,2.46
-6.8,-80.2,2023-01,PER,tuna_purse_seines,5,19.85
-14.1,-77.3,2023-03,PER,tuna_purse_seines,1,5.35
-7.7,-79.5,2023-01,PER,purse_seines,3,2.04
-14.5,-77.6,2023-02,PER,other_purse_seines,5,9.88
-15.4,-75.3,2023-03,PER,other_purse_seines,1,1.22
-6.6,-80.7,2023-01,PER,tuna_purse_seines,7,14.33
-8.9,-80.4,2023-03,PER,purse_seines,1,1.52
-12.7,-77.1,2023-01,PER,other_purse_seines,2,0.44
-6.6,-80.4,2023-02,PER,other_purse_seines,1,0.28
-15.4,-76.6,2023-03,PER,purse_seines,1,0.77
-13.7,-77.9,2023-02,PER,other_purse_seines,1,0.58
-5.7,-81.1,2023-01,PER,purse_seines,1,1.4
-13.9,-78,2023-02,PER,fishing,1,2.35
-8.1,-79.7,2023-01,PER,other_purse_seines,14,13.27
-15.4,-77.8,2023-02,PER,other_purse_seines,6,18.38
-8,-79.5,2023-01,NA,inconclusive,1,0.92
-17.1,-78.2,2023-03,NA,purse_seines,1,0.67
-13.5,-76.3,2023-01,PER,other_purse_seines,34,71.12
-14.4,-77.1,2023-03,PER,purse_seines,1,0.04
-15,-77.4,2023-02,NA,other_purse_seines,1,4.14
-16.5,-77.9,2023-03,PER,other_purse_seines,1,0.07
-7.5,-79.8,2023-01,NA,other_purse_seines,2,11.2
-12.6,-76.9,2023-02,PER,other_purse_seines,31,80.84
-11.9,-77.2,2023-01,PER,pole_and_line,1,0.45
-9.2,-78.7,2023-01,PER,other_purse_seines,25,46.22
-13.8,-76.5,2023-01,NA,other_purse_seines,2,6.55
-6.2,-81.8,2023-02,ECU,tuna_purse_seines,1,0.11
-8.9,-81,2023-01,NA,purse_seines,1,6.68
-14.8,-77.9,2023-02,PER,other_purse_seines,1,1.85
-16.2,-77.7,2023-02,ECU,tuna_purse_seines,1,1.8
-13.8,-76.3,2023-01,NA,other_purse_seines,1,0.18
-11.9,-77.2,2023-01,PER,other_purse_seines,2,1.02
-12.8,-77,2023-01,NA,other_purse_seines,1,0.12
-13.9,-77.7,2023-01,PER,set_gillnets,1,1.93
-16.4,-78,2023-03,ECU,tuna_purse_seines,1,8.57
-7.5,-79.8,2023-01,PER,tuna_purse_seines,6,18.38
-6.4,-81,2023-01,PER,other_purse_seines,11,16.49
-13,-76.8,2023-01,PER,other_purse_seines,21,30.74
-14,-77.3,2023-01,PER,pole_and_line,1,4.85
-12.6,-77,2023-01,SSD,tuna_purse_seines,1,0.26
-16.7,-78,2023-03,ECU,tuna_purse_seines,1,3.96
-3.7,-81.3,2023-01,ECU,tuna_purse_seines,1,3.27
-3.5,-81.4,2023-02,PER,other_purse_seines,1,0.17
-3.4,-81.6,2023-02,PER,other_purse_seines,1,4.7
-10.8,-78.2,2023-01,PER,other_purse_seines,8,16.35
-10.8,-78.9,2023-02,PER,tuna_purse_seines,1,1.96
-12.2,-77.6,2023-01,PER,other_purse_seines,1,0.18
-7.3,-80,2023-01,PER,other_purse_seines,21,37.72
-12,-77.3,2023-01,PER,purse_seines,6,18.81
-11.4,-77.7,2023-01,PER,other_purse_seines,1,0.08
-14.2,-77.5,2023-01,PER,fishing,1,1.06
-8.8,-80.2,2023-01,PER,tuna_purse_seines,1,3.3
-16.6,-77.5,2023-03,ECU,tuna_purse_seines,1,0.18
-14.3,-77.4,2023-02,PER,other_purse_seines,1,0.59
-8.1,-79.4,2023-03,PER,other_purse_seines,1,0.57
-13.7,-78.2,2023-02,PER,purse_seines,1,1.62
-13.7,-77.9,2023-01,PER,set_gillnets,1,5.51
-10.8,-77.9,2023-01,AIA,purse_seines,1,1.82
-7.8,-79.6,2023-01,GBR,other_purse_seines,1,7.33
-14.7,-77.8,2023-02,PER,other_purse_seines,6,26.44
-7.4,-80,2023-01,PER,purse_seines,3,5.2
-13,-76.8,2023-01,PER,purse_seines,4,8.52
-11.7,-77.4,2023-01,PER,pole_and_line,2,1.18
-7.9,-79.5,2023-01,PER,purse_seines,3,3.51
-14.5,-76.4,2023-01,PER,other_purse_seines,3,3.03
-12.5,-76.9,2023-02,PER,inconclusive,1,0.98
-16.8,-78.2,2023-03,PER,tuna_purse_seines,2,24.48
-14.5,-77.6,2023-03,NA,other_purse_seines,1,3.74
-8.6,-79.4,2023-02,PER,tuna_purse_seines,1,1.77
-16.4,-76.6,2023-03,PER,fishing,1,0.16
-7.8,-79.6,2023-01,PER,tuna_purse_seines,5,7.68
-7.7,-79.7,2023-01,PER,fishing,2,3.44
-8.9,-78.9,2023-01,AIA,purse_seines,1,0.16
-8,-79.4,2023-01,NA,inconclusive,1,0.38
-12.2,-77.1,2023-01,PER,other_purse_seines,7,15.64
-7.3,-79.7,2023-01,PER,other_purse_seines,9,7.31
-3.4,-81.1,2023-02,PER,other_purse_seines,1,0.6
-12,-77.1,2023-03,PER,inconclusive,2,14.11
-16.7,-78.6,2023-02,PER,tuna_purse_seines,1,2.78
-10.7,-78.3,2023-03,PER,other_purse_seines,1,0.07
-16.6,-77,2023-03,ECU,tuna_purse_seines,1,1.53
-9.9,-78.4,2023-01,PER,fishing,2,8.41
-13.4,-78.1,2023-02,PER,set_gillnets,1,0.2
-3.6,-81.1,2023-02,ECU,tuna_purse_seines,1,2.96
-12.5,-78,2023-02,PER,set_longlines,1,0.24
-12.4,-77.4,2023-02,PER,other_purse_seines,1,0.77
-5.8,-81.2,2023-01,PER,other_purse_seines,3,4.34
-7.5,-79.9,2023-01,NA,other_purse_seines,1,2.04
-10.9,-77.9,2023-01,AIA,purse_seines,1,2.11
-18,-71.2,2023-02,PER,other_purse_seines,1,1.95
-3.4,-81,2023-02,ECU,tuna_purse_seines,1,1.05
-13.3,-77.8,2023-02,PER,other_purse_seines,1,1.8
-10.3,-78.2,2023-01,PER,other_purse_seines,42,104.56
-14.5,-76.2,2023-03,PER,other_purse_seines,1,0.34
-14.5,-78.7,2023-03,ECU,tuna_purse_seines,1,5.17
-9.4,-78.6,2023-01,PER,tuna_purse_seines,1,0.54
-12.1,-77.3,2023-03,PER,pole_and_line,1,1.4
-6.9,-80.3,2023-02,PER,other_purse_seines,1,1.03
-10,-80.9,2023-02,NA,purse_seines,1,8.06
-13.5,-76.8,2023-01,PER,other_purse_seines,10,16.81
-8.3,-79.6,2023-02,PER,purse_seines,2,3.43
-7.3,-80.1,2023-01,PER,purse_seines,3,4.76
-12,-77.5,2023-02,PER,other_purse_seines,9,19.73
-4,-83.6,2023-03,ECU,tuna_purse_seines,1,1.75
-15.3,-76.6,2023-03,PER,purse_seines,1,1.19
-9.7,-78.5,2023-01,PER,pole_and_line,1,3.53
-15.4,-77.3,2023-02,PER,other_purse_seines,4,3.7
-7.8,-79.6,2023-01,PER,purse_seines,8,16.6
-8.1,-79.2,2023-01,PER,other_purse_seines,34,44.11
-15.1,-76.8,2023-02,PER,other_purse_seines,2,3.5
-14,-77.4,2023-01,PER,pole_and_line,1,0.32
-14.9,-76,2023-01,PER,other_purse_seines,2,2.37
-9.3,-78.8,2023-03,PER,other_purse_seines,1,1.59
-9.2,-78.9,2023-02,PER,tuna_purse_seines,1,1.42
-12.5,-76.9,2023-01,SSD,tuna_purse_seines,1,1.46
-6.7,-80.6,2023-01,PER,other_purse_seines,15,19.55
-14.2,-77.8,2023-02,PER,other_purse_seines,3,7.27
-10.8,-78.4,2023-03,PER,other_purse_seines,2,4.36
-14.1,-77.3,2023-03,PER,purse_seines,1,1.46
-12.3,-77.1,2023-03,PER,pole_and_line,1,9.91
-13,-76.9,2023-01,PER,purse_seines,2,1.84
-13.8,-77.7,2023-01,PER,set_gillnets,1,0.84
-3.6,-81,2023-02,PER,other_purse_seines,1,2.47
-13.6,-76.6,2023-01,PER,other_purse_seines,5,6.93
-11.7,-77.5,2023-01,PER,pole_and_line,2,7.08
-11.9,-77.7,2023-01,PER,other_purse_seines,1,0.25
-5.5,-82.5,2023-03,ECU,tuna_purse_seines,1,0.32
-8.1,-79.4,2023-02,GBR,other_purse_seines,1,0.03
-13.7,-77.8,2023-01,PER,set_gillnets,1,7.12
-8.1,-79.4,2023-02,PER,purse_seines,1,0.61
-15,-78.1,2023-02,ECU,tuna_purse_seines,1,0.07
-12,-77.4,2023-01,PER,purse_seines,6,15.09
-15.1,-77.8,2023-02,PER,set_gillnets,1,0.84
-14.8,-77.4,2023-02,PER,other_purse_seines,6,12.57
-8.3,-79,2023-01,PER,tuna_purse_seines,1,0.71
-8.3,-79.2,2023-01,PER,pole_and_line,1,0.5
-16.8,-77.6,2023-03,ECU,tuna_purse_seines,1,2.91
-17,-78.3,2023-02,PER,tuna_purse_seines,1,1.28
-6.6,-80.9,2023-01,AIA,purse_seines,1,2.3
-17.6,-71.5,2023-01,NA,other_purse_seines,1,5.17
-8.2,-79.9,2023-03,PER,other_purse_seines,1,0.11
-11,-77.8,2023-01,PER,tuna_purse_seines,1,2.16
-13.3,-77,2023-01,PER,other_purse_seines,1,0.22
-16.8,-76.8,2023-03,NA,purse_seines,1,6.01
-15.3,-76.5,2023-03,PER,fishing,1,4.8
-14.6,-77.3,2023-02,PER,other_purse_seines,1,4.17
-14.5,-77.2,2023-02,PER,set_gillnets,1,1.84
-14.9,-78.3,2023-02,ECU,tuna_purse_seines,1,3.79
-14.9,-76.8,2023-02,PER,other_purse_seines,1,4.61
-6.8,-80.2,2023-01,GBR,other_purse_seines,1,3.2
-8.2,-79.3,2023-01,PER,pole_and_line,1,0.92
-10.4,-78.7,2023-01,HND,other_purse_seines,1,0.35
-6.9,-80.5,2023-01,PER,other_purse_seines,33,85.34
-12,-77.3,2023-01,PER,other_purse_seines,53,195.79
-15.5,-77.2,2023-02,PER,tuna_purse_seines,1,1.06
-5.1,-81.1,2023-03,ESP,drifting_longlines,1,67.66
-14.6,-77.4,2023-03,PER,purse_seines,1,2.06
-13.4,-76.4,2023-01,NA,other_purse_seines,2,9.42
-13.4,-76.8,2023-01,NA,other_purse_seines,1,1.8
-16.9,-78.5,2023-03,ECU,tuna_purse_seines,1,1.39
-15.4,-78.7,2023-03,PER,fishing,1,0.83
-12.5,-78.7,2023-03,PER,other_purse_seines,4,13.52
-13.4,-76.4,2023-02,PER,other_purse_seines,1,0.43
-15.3,-76.9,2023-02,PER,other_purse_seines,1,0.24
-9.8,-78.5,2023-01,PER,tuna_purse_seines,1,0.65
-8.7,-81.4,2023-03,PAN,inconclusive,1,0.7
-6.8,-80.4,2023-02,PER,other_purse_seines,1,2.16
-14.6,-77,2023-03,PER,purse_seines,1,4.69
-15.5,-77.8,2023-02,NA,other_purse_seines,1,0.87
-15.5,-77.4,2023-02,NA,other_purse_seines,1,1.48
-6.6,-81.1,2023-01,PER,other_purse_seines,6,18
-4.5,-82.6,2023-03,ECU,tuna_purse_seines,1,1.75
-10.5,-78.1,2023-02,PER,tuna_purse_seines,1,0.3
-7.7,-79.7,2023-01,PER,other_purse_seines,48,160.82
-17.8,-71.4,2023-01,NA,other_purse_seines,2,25.59
-15,-77.2,2023-02,GBR,other_purse_seines,1,1.83
-7.7,-79.4,2023-02,PER,tuna_purse_seines,1,0.03
-16.9,-78.3,2023-03,NA,purse_seines,1,1.29
-6.1,-81.2,2023-01,PER,tuna_purse_seines,2,3.38
-13.7,-76.6,2023-01,PER,other_purse_seines,39,63.02
-7.3,-79.7,2023-01,NA,other_purse_seines,1,2.71
-8,-79.6,2023-02,NA,other_purse_seines,2,0.32
-7.1,-80,2023-01,PER,other_purse_seines,39,83.22
-6,-81.4,2023-01,HND,other_purse_seines,1,0.79
-7.9,-79.7,2023-02,PER,fishing,2,4.38
-7.1,-79.9,2023-02,PER,tuna_purse_seines,1,0.29
-17.2,-77.5,2023-02,NA,purse_seines,1,2.35
-12.3,-77,2023-01,NA,other_purse_seines,1,2.42
-7.2,-80.3,2023-01,PER,purse_seines,2,6.82
-13.6,-77.4,2023-02,PER,other_purse_seines,1,1.2
-15.2,-76.8,2023-02,PER,other_purse_seines,9,19.26
-8.2,-79.2,2023-01,PER,other_purse_seines,75,357.75
-8.4,-79.1,2023-01,GBR,other_purse_seines,1,6.11
-12.1,-77.2,2023-02,PER,inconclusive,1,49.18
-7.7,-79.4,2023-01,PER,purse_seines,3,1.88
-12,-78.5,2023-02,PER,set_longlines,1,0.07
-7.7,-79.8,2023-01,PER,purse_seines,5,14.56
-17,-78.3,2023-03,PER,other_purse_seines,1,0.98
-13.3,-76.5,2023-01,NA,other_purse_seines,3,14.37
-13.9,-76.6,2023-03,PER,pole_and_line,1,1.24
-15.8,-77.3,2023-02,ECU,tuna_purse_seines,1,7.01
-10.9,-78.2,2023-01,PER,purse_seines,1,0.64
-3.6,-81.2,2023-02,ECU,other_purse_seines,1,0.92
-11.9,-78,2023-03,PER,pole_and_line,1,2.47
-14,-78,2023-02,PER,other_purse_seines,1,1.54
-15.3,-77.9,2023-02,PER,other_purse_seines,1,0.29
-11.6,-77.4,2023-01,PER,inconclusive,1,5.89
-7.9,-79.5,2023-01,PER,tuna_purse_seines,4,6.26
-13.4,-79.9,2023-02,ECU,tuna_purse_seines,1,3.02
-13.1,-76.9,2023-02,PER,other_purse_seines,4,4.86
-8.9,-80.9,2023-01,NA,purse_seines,1,1.61
-12.9,-77.8,2023-02,PER,pole_and_line,1,0.87
-15.7,-77.3,2023-02,PER,other_purse_seines,1,1.63
-16.9,-77,2023-03,PER,other_purse_seines,1,0.97
-15.3,-75.4,2023-03,PER,other_purse_seines,2,3.22
-7.6,-79.6,2023-01,NA,other_purse_seines,3,2.34
-12.2,-77,2023-03,PER,inconclusive,1,4.61
-12.2,-77.2,2023-01,PER,tuna_purse_seines,1,1.84
-14.9,-77.8,2023-02,PER,other_purse_seines,12,25.57
-9.9,-78.4,2023-01,AIA,purse_seines,1,0.85
-14.9,-77.8,2023-02,PER,purse_seines,1,1.33
-7.8,-79.7,2023-01,PER,other_purse_seines,27,44.03
-3.8,-81.4,2023-01,ECU,tuna_purse_seines,1,2.86
-8.3,-79.2,2023-01,HND,other_purse_seines,1,1.05
-14.7,-77.5,2023-03,NA,other_purse_seines,1,1.35
-17.4,-77.7,2023-03,NA,purse_seines,1,1.08
-11.2,-77.7,2023-01,PER,other_purse_seines,18,46.8
-13.2,-77.1,2023-01,PER,other_purse_seines,2,8.15
-10.7,-78,2023-01,PER,purse_seines,3,6.57
-14.1,-77.2,2023-01,PER,pole_and_line,1,2.45
-17.7,-71.4,2023-02,NA,other_purse_seines,1,1.44
-8,-79.3,2023-01,PER,tuna_purse_seines,1,0.91
-13.2,-77,2023-01,HND,other_purse_seines,1,1.02
-13.9,-77.9,2023-02,PER,other_purse_seines,1,3.93
-13.8,-76.4,2023-02,PER,pole_and_line,1,0.23
-7.4,-79.9,2023-01,PER,purse_seines,3,2.04
-15.2,-77.8,2023-02,PER,other_purse_seines,8,16.97
-8.1,-79.6,2023-01,GBR,other_purse_seines,1,1.64
-12.3,-77.1,2023-01,SSD,tuna_purse_seines,1,3.7
-16.9,-77.1,2023-03,ECU,tuna_purse_seines,1,4.3
-17,-78.4,2023-03,ECU,tuna_purse_seines,2,11.9
-9.5,-78.5,2023-02,PER,fishing,1,0.72
-9.3,-79,2023-01,PER,tuna_purse_seines,3,8.52
-11.8,-77.8,2023-03,PER,other_purse_seines,1,3.78
-6.7,-80.7,2023-01,PER,tuna_purse_seines,3,6.94
-6.3,-81.1,2023-01,PER,pole_and_line,1,2.72
-12.8,-77.9,2023-02,PER,pole_and_line,1,2.82
-6.7,-80.4,2023-02,PER,other_purse_seines,2,2.93
-15.5,-78.7,2023-03,ECU,tuna_purse_seines,1,1.1
-16.8,-78,2023-03,ECU,tuna_purse_seines,1,5.05
-8.7,-79.3,2023-01,PER,fishing,1,0.83
-13.8,-76.5,2023-01,PER,other_purse_seines,42,86.27
-13.5,-77,2023-01,PER,fishing,1,0.74
-6,-81.3,2023-01,PER,other_purse_seines,18,43.89
-9.8,-78.5,2023-01,AIA,purse_seines,1,5.01
-9.4,-78.7,2023-01,PER,other_purse_seines,16,25.27
-15,-77.3,2023-02,PER,fishing,1,0.73
-8.5,-79.1,2023-01,PER,pole_and_line,1,0.03
-10.3,-79.9,2023-03,PER,other_purse_seines,1,0.37
-11,-78.1,2023-01,PER,purse_seines,1,1.45
-6.8,-80.6,2023-01,PER,other_purse_seines,38,123.47
-10.9,-78,2023-01,PER,tuna_purse_seines,1,0.69
-10.3,-78.2,2023-01,PER,purse_seines,2,5.52
-12.5,-76.9,2023-01,PER,purse_seines,6,12.6
-11.1,-77.7,2023-01,PER,other_purse_seines,17,34.58
-13.4,-76.6,2023-01,PER,other_purse_seines,8,9.33
-10.2,-78.3,2023-01,PER,purse_seines,4,18.84
-12.4,-76.9,2023-01,NA,other_purse_seines,3,6.48
-6.8,-80.2,2023-02,PER,purse_seines,3,4.98
-16.1,-77.2,2023-03,PER,tuna_purse_seines,3,14.92
-16,-76.1,2023-03,NA,pole_and_line,1,4
-9.1,-78.6,2023-03,PER,purse_seines,1,0.4
-7,-80.4,2023-01,PER,other_purse_seines,6,5.54
-12.5,-77.2,2023-03,PER,pole_and_line,1,10.54
-17.5,-77.8,2023-03,ECU,tuna_purse_seines,1,0.18
-11.6,-78.3,2023-03,PER,other_purse_seines,1,0.63
-10.6,-81.3,2023-02,PAN,tuna_purse_seines,1,0.11
-12.3,-77,2023-01,PER,other_purse_seines,21,32.42
-9.3,-78.8,2023-01,AIA,purse_seines,1,0.35
-10.2,-81.9,2023-03,NA,purse_seines,1,1.1
-14.2,-77.7,2023-02,PER,purse_seines,1,1.02
-13.5,-76.4,2023-03,PER,fishing,1,1.49
-8.9,-80,2023-01,PER,other_purse_seines,2,0.26
-8.3,-79.3,2023-01,AIA,purse_seines,1,2.46
-14.5,-76.9,2023-01,PER,pole_and_line,1,3.63
-7.5,-82.1,2023-02,PAN,tuna_purse_seines,1,0.41
-10,-78.7,2023-02,PER,other_purse_seines,1,0.05
-15.6,-77.3,2023-02,PER,other_purse_seines,3,4.03
-17.7,-77.6,2023-03,ECU,tuna_purse_seines,1,1.24
-7.6,-79.9,2023-03,PER,other_purse_seines,2,2.32
-12.1,-78.6,2023-02,PER,purse_seines,1,15.38
-3.5,-80.9,2023-02,PER,other_purse_seines,1,0.1
-8.9,-79.2,2023-01,PER,other_purse_seines,1,1.75
-9.2,-78.7,2023-01,AIA,purse_seines,1,0.72
-16.3,-78,2023-03,ECU,tuna_purse_seines,2,2
-12.2,-78.6,2023-02,PER,set_longlines,1,1.18
-7.6,-79.9,2023-02,PER,tuna_purse_seines,2,1.05
-17.1,-77.7,2023-03,PER,tuna_purse_seines,1,2.34
-15,-77.6,2023-02,PER,other_purse_seines,2,4.09
-16.5,-77.3,2023-03,ECU,tuna_purse_seines,1,6.05
-8.9,-79.9,2023-03,PER,other_purse_seines,1,0.18
-8.1,-79.5,2023-01,PER,fishing,2,5
-7.2,-79.9,2023-01,PER,purse_seines,3,4.77
-7.6,-80,2023-01,PER,other_purse_seines,4,5.78
-8.2,-79.1,2023-01,PER,tuna_purse_seines,4,6.95
-11.5,-81.2,2023-03,ECU,tuna_purse_seines,1,0.29
-15.6,-77.2,2023-02,NA,other_purse_seines,1,2.66
-12.9,-76.9,2023-02,PER,other_purse_seines,11,40.53
-5.7,-81.2,2023-01,PER,other_purse_seines,2,8.21
-16.7,-77.1,2023-03,ECU,tuna_purse_seines,2,4.47
-15.1,-77.8,2023-02,PER,other_purse_seines,4,17.31
-14.4,-77.5,2023-02,PER,purse_seines,1,1.02
-14.6,-76.5,2023-01,PER,other_purse_seines,1,2.39
-8.4,-79.7,2023-01,PER,other_purse_seines,1,1
-9,-78.8,2023-01,PER,fishing,1,0.08
-10.5,-78.1,2023-02,PER,inconclusive,1,0.59
-10.5,-78.2,2023-02,PER,other_purse_seines,3,2.35
-17.2,-72,2023-02,NA,other_purse_seines,3,17.94
-7.7,-79.6,2023-01,PER,tuna_purse_seines,2,2.45
-13.4,-76.5,2023-01,HND,other_purse_seines,1,1.78
-8,-79.5,2023-03,PER,other_purse_seines,1,0.23
-7.2,-80.5,2023-01,PER,other_purse_seines,1,2.31
-6.6,-81.9,2023-02,PER,other_purse_seines,1,0.1
-13.3,-76.8,2023-02,PER,other_purse_seines,1,4.29
-6.6,-81.5,2023-03,ECU,fishing,1,1.41
-8,-80.7,2023-03,PER,other_purse_seines,1,5.3
-8.1,-79.6,2023-01,AIA,purse_seines,1,3.03
-16.9,-78.2,2023-03,PER,tuna_purse_seines,1,4.94
-8.2,-79.6,2023-01,PER,tuna_purse_seines,1,4.06
-13.9,-76.6,2023-01,PER,other_purse_seines,28,84.82
-7.3,-79.8,2023-01,PER,fishing,1,0.87
-7.6,-79.7,2023-01,PER,other_purse_seines,69,244.37
-14.8,-76.9,2023-02,PER,other_purse_seines,1,0.22
-7.7,-79.6,2023-01,GBR,other_purse_seines,1,1.15
-6.1,-83.1,2023-01,PAN,tuna_purse_seines,1,0.56
-6.7,-81.1,2023-01,PER,other_purse_seines,1,0.12
-14.6,-77.3,2023-02,PER,set_gillnets,1,2.09
-13.3,-76.6,2023-01,SSD,tuna_purse_seines,1,1.02
-7.9,-79.8,2023-02,PER,tuna_purse_seines,2,1.4
-3.5,-81.3,2023-03,ECU,other_purse_seines,1,1.83
-13.7,-76.6,2023-01,PER,purse_seines,4,5.72
-9,-78.8,2023-01,PER,tuna_purse_seines,2,2.61
-15,-75.6,2023-03,PER,other_purse_seines,1,1.85
-16.5,-78.4,2023-03,ECU,tuna_purse_seines,1,0.88
-12.4,-77,2023-01,SSD,tuna_purse_seines,1,0.91
-12.5,-78.1,2023-02,PER,other_purse_seines,1,1.1
-15.5,-77.5,2023-02,HND,other_purse_seines,1,0.14
-8.4,-79.2,2023-01,PER,other_purse_seines,48,77.49
-14.6,-76,2023-01,PER,other_purse_seines,3,1.9
-9.2,-80.2,2023-03,PER,purse_seines,1,8.63
