lat,lon,time range,flag,geartype,vessel ids,apparent fishing hours
-11.6,-77.4,2023-01,PER,other_purse_seines,27,64.61
-8.9,-80.5,2023-03,PER,other_purse_seines,1,1.35
-8.2,-79.6,2023-02,PER,other_purse_seines,31,50.65
-13.4,-78.5,2023-02,PER,tuna_purse_seines,1,1.85
-11.9,-77.3,2023-01,PER,purse_seines,2,9.06
-14.4,-77,2023-03,PER,other_purse_seines,2,2.33
-17.1,-77.9,2023-03,PER,tuna_purse_seines,1,0.37
-7.6,-79.7,2023-02,PER,tuna_purse_seines,1,2.06
-7.9,-79.8,2023-01,PER,other_purse_seines,1,0.68
-12.9,-76.7,2023-02,PER,other_purse_seines,2,1.06
-16.9,-77.3,2023-03,PER,tuna_purse_seines,1,2.45
-13.7,-78.2,2023-02,PER,fishing,1,2.82
-7.7,-79.6,2023-02,PER,purse_seines,5,5.78
-17,-77.6,2023-03,PER,tuna_purse_seines,1,4.52
-7.3,-83.5,2023-03,ECU,tuna_purse_seines,1,1.27
-14.3,-77.6,2023-01,PER,fishing,1,1.72
-3.7,-83.9,2023-03,ECU,tuna_purse_seines,1,0.15
-14,-77.9,2023-02,PER,tuna_purse_seines,1,4.41
-12.3,-77.1,2023-01,PER,pole_and_line,2,5.57
-6.7,-81.7,2023-02,PER,other_purse_seines,1,1.34
-7.1,-80,2023-02,PER,tuna_purse_seines,1,0.1
-12,-77.3,2023-03,PER,other_purse_seines,7,9
-11.7,-77.3,2023-03,PER,pole_and_line,1,0.23
-10.5,-78.1,2023-01,AIA,purse_seines,1,0.13
-16.5,-76.6,2023-03,PER,tuna_purse_seines,1,12.63
-7.1,-79.9,2023-01,PER,other_purse_seines,42,128.25
-11.5,-77.6,2023-01,SSD,tuna_purse_seines,1,0.91
-14.7,-77.5,2023-02,PER,tuna_purse_seines,1,4.68
-13.3,-76.6,2023-01,PER,pole_and_line,1,2.41
-7.8,-81.5,2023-03,PER,other_purse_seines,1,0.2
-7.8,-83,2023-03,ECU,tuna_purse_seines,1,0.39
-12.8,-78.2,2023-02,PER,pole_and_line,1,3.64
-16.6,-76.9,2023-03,PER,tuna_purse_seines,1,17.77
-11.2,-78.3,2023-01,PER,other_purse_seines,1,2.09
-12.2,-77.7,2023-02,PER,other_purse_seines,1,0.98
-9.4,-78.8,2023-01,PER,purse_seines,2,1.73
-9.9,-78.4,2023-01,PER,other_purse_seines,64,299.12
-16.9,-77.7,2023-03,NA,purse_seines,1,1.21
-10.8,-78.1,2023-02,PER,other_purse_seines,1,1.95
-14.4,-76.8,2023-01,PER,set_gillnets,1,0.8
-11.8,-77.3,2023-01,PER,other_purse_seines,24,53.98
-9.5,-78.6,2023-01,HND,other_purse_seines,1,0.49
-8.4,-79.3,2023-01,PER,purse_seines,1,2.34
-4.1,-81.5,2023-03,ECU,fishing,1,0.97
-14.8,-77.1,2023-03,PER,other_purse_seines,5,9
-14.4,-77.8,2023-02,AIA,purse_seines,1,1.61
-8.3,-79.4,2023-01,HND,other_purse_seines,1,0.93
-13.7,-79.5,2023-02,PER,tuna_purse_seines,1,7.91
-14,-76.6,2023-01,NA,other_purse_seines,1,2.72
-11.2,-77.9,2023-01,PER,other_purse_seines,14,21.46
-14,-77.1,2023-02,NA,pole_and_line,1,2.1
-14.5,-76.5,2023-03,NA,pole_and_line,1,1.98
-7.8,-79.9,2023-01,PER,other_purse_seines,7,9.3
-16.3,-78.3,2023-02,ECU,tuna_purse_seines,1,5.43
-15.3,-77.7,2023-02,PER,other_purse_seines,18,44
-9.8,-79,2023-02,PER,other_purse_seines,1,1.65
-13.9,-77.1,2023-01,PER,pole_and_line,1,1.21
-11.5,-77.4,2023-01,NA,other_purse_seines,1,0.95
-9.1,-80.5,2023-03,PER,other_purse_seines,3,8.15
-13.7,-77.1,2023-03,PER,other_purse_seines,1,1.35
-7.8,-79.7,2023-02,GBR,other_purse_seines,1,1.98
-16.3,-77.9,2023-02,ECU,tuna_purse_seines,1,1.89
-12.4,-78.7,2023-02,PER,fishing,1,4.39
-8.3,-79,2023-01,PER,fishing,2,3.57
-8.7,-78.9,2023-01,PER,other_purse_seines,3,10.28
-12.9,-76.6,2023-01,PER,pole_and_line,1,4.9
-6.3,-81.1,2023-03,PER,other_purse_seines,1,0.76
-14.3,-76.9,2023-01,PER,set_gillnets,1,5.75
-8.1,-79.6,2023-02,PER,other_purse_seines,20,39.11
-12.3,-78.6,2023-02,PER,fishing,1,0.45
-11.7,-77.4,2023-01,PER,other_purse_seines,30,102.25
-15.5,-78.9,2023-03,ECU,tuna_purse_seines,2,2.09
-7.4,-79.9,2023-01,HND,other_purse_seines,1,3.25
-11.3,-77.8,2023-01,PER,other_purse_seines,20,23.27
-12.4,-77.1,2023-03,PER,other_purse_seines,1,5.46
-8.2,-79.3,2023-01,HND,other_purse_seines,1,4.29
-8.3,-79.4,2023-01,PER,purse_seines,1,0.74
-6.6,-81,2023-01,PER,purse_seines,2,3.02
-15.3,-77.7,2023-02,PER,pole_and_line,1,4.35
-7.4,-80.1,2023-03,PER,other_purse_seines,1,0.51
-12,-77.2,2023-03,PAN,inconclusive,1,2.27
-7.8,-79.8,2023-02,PER,purse_seines,1,4.05
-11.3,-77.9,2023-01,PER,purse_seines,1,0.13
-10.9,-78.3,2023-01,PER,other_purse_seines,2,1.22
-17.3,-71.8,2023-01,PER,other_purse_seines,1,1.27
-14.3,-76.9,2023-01,PER,fishing,1,5.53
-3.8,-81.9,2023-03,ECU,tuna_purse_seines,1,0.24
-14.9,-75.8,2023-01,PER,other_purse_seines,4,6.1
-9.5,-78.5,2023-01,PER,other_purse_seines,20,29.1
-8,-79.8,2023-02,PER,other_purse_seines,5,9.72
-14.8,-77.1,2023-02,PER,tuna_purse_seines,1,2.72
-12,-77.6,2023-02,PER,purse_seines,1,1.83
-5.8,-81.2,2023-01,PER,pole_and_line,1,0.38
-8.1,-79.6,2023-01,PER,purse_seines,5,9.8
-7.4,-80.1,2023-02,PER,purse_seines,1,3.15
-9.2,-78.6,2023-02,PER,other_purse_seines,2,3.59
-7.6,-79.8,2023-01,PER,pole_and_line,1,2.3
-10.9,-77.9,2023-01,PER,other_purse_seines,31,60.43
-7.7,-79.8,2023-01,HND,other_purse_seines,1,4.45
-6.7,-80.9,2023-01,PER,tuna_purse_seines,7,28.42
-13.5,-76.2,2023-01,PER,pole_and_line,1,4.32
-7.9,-79.6,2023-02,PER,purse_seines,1,0.7
-10.1,-81.6,2023-02,PER,tuna_purse_seines,1,3.86
-16.5,-77.1,2023-03,PER,tuna_purse_seines,1,0.14
-17,-78.2,2023-03,ECU,tuna_purse_seines,1,2.33
-15.8,-78,2023-03,ECU,tuna_purse_seines,2,7.62
-12,-80.8,2023-02,ECU,tuna_purse_seines,1,0.26
-15.4,-77.7,2023-02,PER,other_purse_seines,16,65.08
-9.6,-78.5,2023-02,PER,other_purse_seines,4,9.85
-11.2,-77.8,2023-01,AIA,purse_seines,1,4.15
-10.2,-78.2,2023-01,PER,purse_seines,2,2.12
-8.1,-79.8,2023-01,PER,other_purse_seines,1,1.84
-6.8,-80.3,2023-02,PER,purse_seines,3,7.03
-7.1,-79.8,2023-01,PER,purse_seines,1,1.1
-5,-81.9,2023-02,PER,other_purse_seines,1,5.99
-13.5,-76.2,2023-01,PER,other_purse_seines,10,7.12
-6.9,-80.4,2023-01,PER,tuna_purse_seines,1,0.42
-6.8,-82.1,2023-03,PER,other_purse_seines,1,2.01
-13.7,-78.2,2023-02,PER,other_purse_seines,3,4.54
-7,-80.1,2023-01,PER,purse_seines,7,21.85
-14.6,-78,2023-02,PER,tuna_purse_seines,1,4.75
-7.1,-81.4,2023-03,ECU,fishing,1,2
-14.5,-76.8,2023-03,PER,other_purse_seines,1,2.59
-6.6,-80.8,2023-01,PER,tuna_purse_seines,8,33.35
-16.1,-77.9,2023-02,ECU,tuna_purse_seines,1,0.82
-16.5,-73.9,2023-03,PER,fishing,1,2.51
-5.5,-81.1,2023-01,PER,other_purse_seines,4,5.31
-10.3,-78.3,2023-01,PER,purse_seines,2,2.57
-12.2,-78.6,2023-03,PER,other_purse_seines,1,1.92
-16.2,-77.8,2023-02,ECU,tuna_purse_seines,1,3.02
-14,-79.9,2023-02,PER,tuna_purse_seines,1,0.45
-8,-79.6,2023-01,PER,other_purse_seines,20,23.25
-12.6,-77,2023-01,PER,purse_seines,4,6.72
-9.8,-78.4,2023-01,PER,other_purse_seines,57,190.56
-14.9,-75.6,2023-02,PER,other_purse_seines,2,1.49
-8.4,-79,2023-02,NA,other_purse_seines,1,1.21
-7.5,-79.7,2023-01,PER,tuna_purse_seines,8,14.27
-9.2,-78.8,2023-01,AIA,purse_seines,1,6.7
-11.9,-77.3,2023-01,PER,other_purse_seines,29,106.81
-8.2,-79.5,2023-01,AIA,purse_seines,1,0.53
-6.6,-80.5,2023-01,PER,pole_and_line,1,3.48
-14.9,-77.1,2023-03,PER,other_purse_seines,1,0.17
-9.3,-78.7,2023-01,AIA,purse_seines,1,2.03
-16.2,-78.4,2023-02,ECU,tuna_purse_seines,1,0.58
-14.4,-77.5,2023-03,NA,other_purse_seines,1,3.24
-8.4,-80.6,2023-03,PER,other_purse_seines,1,3.25
-7.6,-81.5,2023-03,NA,purse_seines,1,1.91
-9.2,-78.8,2023-01,PER,other_purse_seines,20,33.49
-7.7,-79.5,2023-02,PER,other_purse_seines,5,2.22
-13.9,-76.6,2023-01,PER,purse_seines,2,2.17
-15.6,-77.3,2023-02,NA,other_purse_seines,1,2.02
-12.3,-78.6,2023-02,PER,set_longlines,1,0.58
-13,-76.6,2023-01,NA,other_purse_seines,3,6.36
-11.2,-78.1,2023-02,PER,other_purse_seines,2,6.73
-13,-76.7,2023-01,PER,other_purse_seines,23,41.27
-12.3,-79.5,2023-02,PER,tuna_purse_seines,1,3.96
-10.8,-77.9,2023-01,PER,other_purse_seines,41,80.34
-8.9,-78.8,2023-01,PER,other_purse_seines,7,6.81
-3.7,-81.2,2023-01,ECU,tuna_purse_seines,1,4.51
-8.9,-82.6,2023-03,PAN,tuna_purse_seines,1,3.8
-8.6,-79.3,2023-01,PER,other_purse_seines,3,3.25
-12,-77.1,2023-01,NA,other_purse_seines,1,4.46
-8.2,-79.2,2023-02,NA,other_purse_seines,3,3.35
-14.7,-77.7,2023-02,PER,other_purse_seines,4,4.29
-17.2,-71.9,2023-01,PER,other_purse_seines,1,7.12
-12.4,-78.2,2023-02,PER,other_purse_seines,2,3.32
-11.4,-77.8,2023-01,PER,other_purse_seines,3,3.55
-9.2,-78.7,2023-02,NA,other_purse_seines,1,2.3
-8.5,-79.1,2023-01,PER,other_purse_seines,14,14.17
-14.1,-76.5,2023-02,NA,other_purse_seines,1,2.35
-12.9,-77.7,2023-02,PER,pole_and_line,1,0.39
-15.1,-77.4,2023-02,NA,other_purse_seines,1,4.03
-4.1,-83.2,2023-03,ECU,tuna_purse_seines,1,0.34
-11.5,-77.4,2023-02,PER,other_purse_seines,1,0.07
-12.2,-80.6,2023-02,ECU,tuna_purse_seines,1,0.6
-9,-80.3,2023-03,PER,other_purse_seines,6,29.74
-10.8,-78.5,2023-02,PER,other_purse_seines,2,4.42
-16.7,-76.9,2023-03,PER,tuna_purse_seines,2,11.07
-9.1,-78.8,2023-01,PER,other_purse_seines,24,86.44
-15.5,-78.4,2023-03,PER,other_purse_seines,1,0.84
-8.6,-79.5,2023-02,PER,other_purse_seines,1,1.78
-14.6,-77.5,2023-02,PER,set_longlines,1,11.93
-12.7,-76.9,2023-01,NA,other_purse_seines,3,10.06
-16.4,-78.4,2023-02,ECU,tuna_purse_seines,1,2.25
-12.5,-77.2,2023-01,PER,other_purse_seines,1,0.37
-13.9,-76.9,2023-01,PER,set_gillnets,1,2.27
-6.4,-81.7,2023-02,PER,other_purse_seines,1,4.34
-14.9,-77.7,2023-02,PER,purse_seines,1,3.49
-15.6,-79.1,2023-03,ECU,tuna_purse_seines,1,0.77
-16.6,-76.8,2023-03,PER,tuna_purse_seines,3,36.16
-7.4,-79.7,2023-02,PER,tuna_purse_seines,1,7.76
-17.4,-77.8,2023-03,NA,purse_seines,1,6.3
-8.2,-79.8,2023-01,PER,other_purse_seines,2,0.91
-9.1,-80.1,2023-03,PER,other_purse_seines,1,0.16
-9.7,-78.5,2023-02,PER,other_purse_seines,19,29.93
-13.6,-77.7,2023-01,PER,fishing,1,0.62
-11.7,-77.6,2023-01,PER,inconclusive,1,0.66
-3.5,-81.1,2023-03,ECU,tuna_purse_seines,1,6.66
-13.7,-77.5,2023-03,PER,other_purse_seines,1,0.28
-13.4,-80.1,2023-02,ECU,tuna_purse_seines,1,0.72
-7.1,-79.8,2023-01,PER,other_purse_seines,22,40.07
-15,-78.9,2023-02,PER,tuna_purse_seines,1,4.32
-14.7,-78,2023-02,PER,tuna_purse_seines,1,1.93
-12,-77.4,2023-03,PER,other_purse_seines,3,8.63
-7.9,-79.6,2023-02,PER,other_purse_seines,12,13.24
-12,-77.4,2023-03,PER,pole_and_line,1,0.86
-12.9,-76.7,2023-01,NA,other_purse_seines,2,10.59
-13.3,-76.6,2023-01,PER,purse_seines,2,4.62
-12,-77.2,2023-02,ESP,drifting_longlines,1,17.41
-12,-77.7,2023-01,PER,other_purse_seines,3,0.77
-14.6,-77.7,2023-02,PER,other_purse_seines,3,3.01
-11.9,-77.4,2023-02,NA,other_purse_seines,1,2.24
-12,-77.8,2023-03,PER,pole_and_line,1,3.03
-12.4,-77.5,2023-03,PER,other_purse_seines,1,4.48
-7.8,-79.8,2023-02,PER,fishing,1,0.48
-12.3,-77.1,2023-01,PER,purse_seines,7,15.02
-11,-77.9,2023-02,PER,other_purse_seines,5,8.73
-10.6,-78.7,2023-03,PER,other_purse_seines,1,0.62
-13.7,-77.7,2023-02,AIA,purse_seines,1,3.21
-18,-71,2023-01,PER,other_purse_seines,2,7.14
-16.6,-78.3,2023-02,ECU,tuna_purse_seines,1,0.24
-15.6,-77.6,2023-02,PER,tuna_purse_seines,1,9.31
-18,-71.2,2023-02,PER,fishing,1,1.29
-15,-77.3,2023-03,PER,other_purse_seines,8,12.66
-11.1,-78.1,2023-02,PER,other_purse_seines,1,0.3
-6.8,-80.3,2023-01,PER,tuna_purse_seines,4,8.17
-12.1,-77.5,2023-01,PER,purse_seines,1,1.25
-14.8,-77.2,2023-02,PER,purse_seines,1,3.93
-14.7,-77.5,2023-02,PER,purse_seines,1,0.49
-13.6,-76.6,2023-01,PER,set_gillnets,1,1.07
-8.7,-79.3,2023-01,PER,other_purse_seines,2,0.88
-12.4,-79.1,2023-02,PER,tuna_purse_seines,1,2.99
-12.9,-77,2023-02,PER,tuna_purse_seines,1,2.87
-12.1,-77.3,2023-01,PER,purse_seines,3,6.86
-15.5,-77.8,2023-02,PER,tuna_purse_seines,1,4.52
-10.1,-81,2023-02,PER,tuna_purse_seines,2,10.75
-8,-79.9,2023-02,PER,purse_seines,1,1.01
-9.7,-78.5,2023-01,AIA,purse_seines,1,3.22
-15.4,-76.6,2023-03,PER,other_purse_seines,2,3.12
-15.4,-78.1,2023-03,ECU,tuna_purse_seines,1,5.01
-14.9,-78.2,2023-02,ECU,tuna_purse_seines,1,0.99
-8.1,-79.5,2023-02,PER,other_purse_seines,14,19.65
-12.4,-77.1,2023-01,PER,purse_seines,4,11.78
-6.8,-80.3,2023-01,GBR,other_purse_seines,1,0.67
-12,-77.3,2023-01,PER,fishing,1,3.63
-14.6,-77.2,2023-02,PER,other_purse_seines,1,0.2
-12,-77.2,2023-01,PER,other_purse_seines,29,104.49
-12.1,-77.1,2023-03,PER,inconclusive,2,20.9
-14.8,-77.5,2023-02,GBR,other_purse_seines,1,0.65
-12.5,-77.1,2023-01,NA,other_purse_seines,4,6.96
-8.8,-80,2023-03,PER,other_purse_seines,1,2.85
-12.7,-76.8,2023-01,NA,other_purse_seines,2,3.36
-6.3,-81,2023-03,PER,other_purse_seines,1,6.72
-15.1,-77.3,2023-02,NA,other_purse_seines,1,2.52
-12.8,-76.7,2023-01,NA,other_purse_seines,2,6.39
-12.6,-76.9,2023-02,PER,inconclusive,1,0.49
-14.6,-77.4,2023-02,PER,set_longlines,1,2.17
-13.5,-76.6,2023-01,NA,other_purse_seines,2,2.27
-12.4,-77,2023-03,PER,other_purse_seines,1,1.66
-9.5,-78.6,2023-01,PER,other_purse_seines,15,33.82
-14.8,-77,2023-02,PER,tuna_purse_seines,1,4.66
-8.3,-79.4,2023-01,PER,other_purse_seines,5,4.07
-6.8,-80.8,2023-01,PER,tuna_purse_seines,3,6.31
-9.9,-78.4,2023-01,HND,other_purse_seines,1,13.26
-15.5,-77.3,2023-02,PER,tuna_purse_seines,1,2.01
-16.5,-77,2023-03,PER,tuna_purse_seines,1,4.16
-10.1,-81.5,2023-02,PER,tuna_purse_seines,1,4.88
-12.5,-78.8,2023-03,PER,other_purse_seines,1,2.28
-10.8,-78,2023-02,PER,other_purse_seines,1,3.1
-15,-77.3,2023-02,GBR,other_purse_seines,1,2.77
-7.4,-79.7,2023-01,PER,purse_seines,7,44.12
-7.7,-79.8,2023-01,PER,other_purse_seines,36,63.72
-7.7,-79.6,2023-01,NA,other_purse_seines,3,18.95
-7.4,-79.7,2023-02,GBR,other_purse_seines,1,0.62
-14.1,-77.4,2023-01,PER,pole_and_line,1,1.22
-6.1,-81.3,2023-01,PER,tuna_purse_seines,3,6.48
-16.3,-78.3,2023-03,PER,tuna_purse_seines,1,4.81
-14.1,-77,2023-01,PER,pole_and_line,1,0.7
-17.6,-71.3,2023-01,PER,other_purse_seines,1,1.02
-11.7,-78,2023-03,PER,pole_and_line,1,4.73
-16.3,-77.9,2023-03,PER,tuna_purse_seines,3,16.67
-14.8,-77,2023-03,PER,other_purse_seines,3,7.14
-11.7,-77.4,2023-01,AIA,purse_seines,1,3.46
-14.1,-77.7,2023-02,PER,other_purse_seines,3,6.78
-10,-80.9,2023-02,PER,tuna_purse_seines,1,5.9
-7.4,-79.9,2023-01,PER,other_purse_seines,39,110.97
-8.2,-79.3,2023-01,PER,other_purse_seines,51,194.11
-15.2,-76.7,2023-02,PER,other_purse_seines,2,3.33
-9.1,-80.6,2023-03,PER,other_purse_seines,1,0.91
-14.7,-77.4,2023-02,PER,purse_seines,1,1.13
-14,-77.5,2023-03,PER,purse_seines,1,0.09
-14,-76.5,2023-02,PER,set_gillnets,1,1.5
-15.4,-77.6,2023-02,NA,other_purse_seines,1,0.08
-14.8,-77.7,2023-02,PER,purse_seines,1,0.31
-12,-77.2,2023-03,PER,fishing,3,3.41
-3.5,-82.2,2023-02,PER,other_purse_seines,1,0.77
-14.8,-78.7,2023-03,PER,tuna_purse_seines,1,0.06
-14.9,-77.6,2023-02,PER,tuna_purse_seines,1,5.01
-11.4,-81.1,2023-03,ECU,tuna_purse_seines,1,8.97
-7.6,-80,2023-01,PER,purse_seines,2,5.28
-14.6,-77.2,2023-02,PER,set_gillnets,1,0.91
-7.3,-79.8,2023-01,PER,other_purse_seines,40,84.71
-7.1,-79.9,2023-01,PER,purse_seines,5,6.63
-8.6,-79.8,2023-01,PER,other_purse_seines,1,0.31
-16.5,-74,2023-03,PER,fishing,1,0.93
-10.2,-78.4,2023-01,PER,other_purse_seines,4,2.56
-13.8,-76.6,2023-01,PER,purse_seines,2,6.16
-10.3,-80.6,2023-02,PER,tuna_purse_seines,1,3.02
-12.5,-77.4,2023-03,PER,pole_and_line,1,2.63
-16.8,-78.3,2023-03,PER,tuna_purse_seines,2,5.8
-5.6,-81,2023-02,PER,other_purse_seines,1,2.71
-12.4,-76.8,2023-03,USA,fishing,1,3.85
-14.4,-77.2,2023-02,PER,fishing,1,0.74
-17.6,-71.5,2023-02,PER,other_purse_seines,5,4.61
-16.6,-76.9,2023-03,PER,fishing,1,1.69
-9.3,-80.2,2023-03,PER,purse_seines,1,1.02
-15.3,-76.7,2023-02,PER,purse_seines,1,0.97
-14.4,-77.1,2023-03,PER,other_purse_seines,1,3.5
-14.7,-77.2,2023-02,PER,other_purse_seines,1,0.11
-6.5,-83.4,2023-03,ECU,tuna_purse_seines,1,0.12
-5.8,-81.3,2023-01,PER,other_purse_seines,2,7.21
-13.4,-78.6,2023-02,PER,tuna_purse_seines,1,4.94
-14,-77.3,2023-01,PER,fishing,2,7.22
-8.2,-79.5,2023-02,PER,other_purse_seines,10,8.88
-7.6,-81.4,2023-03,NA,purse_seines,1,1.01
-13.6,-76.8,2023-01,PER,purse_seines,1,1.6
-8.5,-79.5,2023-02,PER,purse_seines,1,1.49
-7.3,-83.6,2023-03,ECU,tuna_purse_seines,1,8.81
-14.4,-77.4,2023-03,NA,other_purse_seines,1,0.21
-7.1,-80.4,2023-01,PER,tuna_purse_seines,1,1.29
-13.5,-76.4,2023-03,PER,other_purse_seines,1,6.32
-7.8,-79.7,2023-02,AIA,purse_seines,1,5.88
-10.4,-78.1,2023-02,PER,other_purse_seines,8,9.82
-15.2,-76.8,2023-02,PER,purse_seines,1,1.3
-9.2,-80.3,2023-03,PER,purse_seines,1,0.4
-11,-78,2023-01,PER,other_purse_seines,1,1.09
-7.9,-79.6,2023-01,NA,other_purse_seines,2,5.52
-13.5,-76.7,2023-01,PER,other_purse_seines,1,0.08
-14.7,-76,2023-01,PER,inconclusive,1,0.3
-17.9,-71.4,2023-01,PER,other_purse_seines,2,8
-8.1,-79.3,2023-01,PER,other_purse_seines,74,387
-9.2,-80.6,2023-03,PER,other_purse_seines,2,3.71
-8.1,-79.6,2023-02,NA,other_purse_seines,3,2.68
-15.1,-78.2,2023-02,ECU,tuna_purse_seines,1,6.38
-7.5,-79.7,2023-01,GBR,other_purse_seines,1,4.43
-9.4,-81.7,2023-01,NA,purse_seines,1,2.07
-15.4,-77.2,2023-02,PER,other_purse_seines,10,36.04
-10.3,-78.3,2023-01,PER,other_purse_seines,12,20.74
-13.4,-77.9,2023-02,AIA,purse_seines,1,1.36
-12.3,-77.4,2023-03,PER,fishing,1,12.42
-15.6,-77.8,2023-02,NA,other_purse_seines,1,3.29
-7.5,-79.9,2023-02,PER,other_purse_seines,10,15.79
-11.9,-77.8,2023-01,PER,other_purse_seines,1,1.27
-8.1,-79.2,2023-01,PER,inconclusive,1,0.14
-12,-77.2,2023-02,PER,inconclusive,1,69.89
-7.7,-81.2,2023-03,NA,purse_seines,1,1.91
-15.2,-77.6,2023-02,PER,tuna_purse_seines,2,3.41
-9.4,-78.7,2023-01,AIA,purse_seines,1,1.97
-13,-76.9,2023-03,PER,other_purse_seines,1,1.93
-7.6,-79.9,2023-01,PER,fishing,1,3.54
-7.5,-80,2023-01,PER,tuna_purse_seines,1,0.12
-6.9,-80.4,2023-01,GBR,other_purse_seines,1,1.4
-14.2,-77.7,2023-02,PER,other_purse_seines,4,12.3
-13.6,-78.2,2023-02,PER,fishing,1,4.49
-13.8,-76.3,2023-03,PER,inconclusive,1,0.03
-6.1,-81.5,2023-03,PER,other_purse_seines,1,1.46
-14.5,-77.7,2023-02,NA,other_purse_seines,1,1.99
-13.5,-77.4,2023-03,PER,other_purse_seines,1,0.13
-11.1,-77.8,2023-01,PER,other_purse_seines,19,35.91
-5.1,-81.6,2023-03,ECU,fishing,1,1.92
-7.3,-80.1,2023-03,PER,other_purse_seines,1,0.91
-12.3,-76.9,2023-03,PER,inconclusive,2,21.84
-17.1,-78.3,2023-03,NA,purse_seines,1,1.29
-16.1,-77.3,2023-03,PER,tuna_purse_seines,1,0.07
-17,-77.6,2023-03,NA,purse_seines,1,5.27
-6.4,-83.6,2023-03,ECU,tuna_purse_seines,1,0.19
-6.5,-80.9,2023-03,PER,other_purse_seines,1,0.13
-8.3,-79.6,2023-02,PER,other_purse_seines,1,0.13
-13.7,-76.5,2023-01,NA,other_purse_seines,3,5.61
-14.5,-76.9,2023-01,PER,fishing,2,21.06
-12.3,-76.9,2023-03,PER,fishing,1,1.96
-15.6,-77.2,2023-02,PER,other_purse_seines,5,7.04
-12.7,-77,2023-01,NA,other_purse_seines,3,5.48
-18.1,-71,2023-02,PER,other_purse_seines,2,1.08
-7.5,-79.7,2023-01,NA,other_purse_seines,3,4.85
-11.9,-77.3,2023-01,PER,pole_and_line,2,6.84
-13.9,-77,2023-01,PER,set_gillnets,1,1.47
-16.8,-76.9,2023-03,PER,tuna_purse_seines,3,17.03
-11.7,-77.5,2023-02,PER,other_purse_seines,1,1.3
-7.4,-79.7,2023-01,PER,fishing,1,1.53
-7.9,-80,2023-02,PER,tuna_purse_seines,1,1.5
-9,-78.9,2023-02,PER,other_purse_seines,1,2.5
-8.1,-79.4,2023-01,HND,other_purse_seines,1,1.51
-14.3,-77.5,2023-01,PER,fishing,1,1.05
-13.2,-79.2,2023-03,PER,tuna_purse_seines,1,0.25
-5.3,-81.5,2023-02,PER,other_purse_seines,1,17.53
-5.7,-81.3,2023-01,PER,other_purse_seines,4,4.48
-15,-77.4,2023-03,PER,purse_seines,1,0.21
-16.5,-77.2,2023-03,ECU,tuna_purse_seines,2,10.66
-18,-71.1,2023-01,NA,other_purse_seines,2,9.6
-12.7,-77,2023-03,PER,other_purse_seines,1,1.26
-14,-77.2,2023-01,PER,pole_and_line,1,2.26
-17.1,-77.8,2023-03,PER,tuna_purse_seines,1,10.54
-6.9,-80.3,2023-01,AIA,purse_seines,1,4.62
-10.6,-78.1,2023-02,PER,other_purse_seines,3,4.17
-12.3,-78,2023-03,PER,other_purse_seines,1,0.16
-7.9,-79.7,2023-02,GBR,other_purse_seines,1,2
-13.8,-78.2,2023-02,PER,purse_seines,1,1.29
-13,-76.7,2023-01,PER,purse_seines,2,1.63
-13.8,-77.9,2023-01,PER,set_gillnets,1,2.02
-7.2,-79.8,2023-01,PER,other_purse_seines,42,84.83
-14.1,-76.7,2023-02,PER,set_gillnets,1,0.94
-12,-77.2,2023-01,PER,purse_seines,1,2.78
-8.5,-79,2023-01,PER,fishing,1,0.59
-15.1,-77.7,2023-02,PER,other_purse_seines,2,1.35
-9.9,-78.5,2023-02,PER,other_purse_seines,3,0.68
-9.3,-80.5,2023-03,PER,other_purse_seines,1,0.44
-15.7,-76.1,2023-03,PER,other_purse_seines,1,1.41
-15.7,-77.2,2023-02,PER,other_purse_seines,2,3.9
-5.7,-81.5,2023-02,PER,other_purse_seines,1,1.39
-11.2,-77.9,2023-01,PER,fishing,1,0.66
-12.6,-76.9,2023-01,PER,purse_seines,4,8.9
-8.3,-79.1,2023-01,PER,fishing,3,8.32
-5.8,-82.1,2023-02,PER,other_purse_seines,1,0.65
-9.3,-78.6,2023-02,PER,other_purse_seines,2,2.47
-15.3,-77.7,2023-02,PER,purse_seines,1,3.56
-8.5,-79.4,2023-02,PER,other_purse_seines,1,1.41
-16.3,-78.3,2023-03,NA,purse_seines,1,1.17
-15.4,-77.1,2023-03,PER,other_purse_seines,10,27.5
-17.6,-71.7,2023-01,NA,other_purse_seines,1,0.21
-16.3,-78.5,2023-03,NA,purse_seines,1,5.25
-16.3,-78.4,2023-02,ECU,tuna_purse_seines,2,9.61
-7.6,-79.8,2023-01,PER,purse_seines,7,7.99
-13.7,-76.6,2023-03,PER,pole_and_line,1,1.56
-7.1,-82,2023-03,PER,other_purse_seines,1,0.62
-7.8,-79.8,2023-01,PER,other_purse_seines,3,4.33
-12,-78.6,2023-02,PER,purse_seines,1,1.52
-13.3,-77.8,2023-01,PER,set_gillnets,1,3.22
-11.2,-77.8,2023-01,PER,other_purse_seines,17,53.56
-11.8,-77.4,2023-01,PER,other_purse_seines,20,22.13
-11.2,-78.4,2023-01,PER,other_purse_seines,1,0.5
-12.2,-77.3,2023-01,PER,tuna_purse_seines,1,1.19
-14.9,-77.7,2023-02,PER,other_purse_seines,12,31.49
-9.9,-78.3,2023-01,PER,other_purse_seines,20,28.08
-8.8,-78.9,2023-01,PER,other_purse_seines,3,0.51
